,SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
0,21956,77847,Bob Pettit,STL,St. Louis Hawks,0025600026,1956-11-13,STL vs. ROC,W,0,18,,,,,,13,17.0,0.765,,,,,,,,5.0,49,,0
1,21956,78076,Dolph Schayes,SYR,Syracuse Nationals,0025600267,1957-03-03,SYR vs. PHW,W,0,18,,,,,,11,12.0,0.917,,,,,,,,2.0,47,,0
2,21956,77847,Bob Pettit,STL,St. Louis Hawks,0025600217,1957-02-10,STL vs. ROC,W,0,15,,,,,,14,18.0,0.778,,,,,,,,5.0,44,,0
3,21956,78076,Dolph Schayes,SYR,Syracuse Nationals,0025600080,1956-12-09,SYR vs. BOS,W,0,15,,,,,,12,,,,,,,,,,3.0,42,,0
4,21956,76988,Tom Heinsohn,BOS,Boston Celtics,0025600268,1957-03-05,BOS @ STL,L,0,15,,,,,,11,15.0,0.733,,,,,,,,3.0,41,,0
5,21956,77847,Bob Pettit,STL,St. Louis Hawks,0025600210,1957-02-08,STL @ PHW,L,0,15,,,,,,11,,,,,,,,,,2.0,41,,0
6,21956,77847,Bob Pettit,STL,St. Louis Hawks,0025600118,1956-12-30,STL vs. MNL,W,0,13,,,,,,15,20.0,0.75,,,,,,,,4.0,41,,0
7,21956,77847,Bob Pettit,STL,St. Louis Hawks,0025600083,1956-12-11,STL @ NYK,W,0,17,,,,,,7,,,,,,,,,,5.0,41,,0
8,21956,78628,George Yardley,FTW,Ft. Wayne Zollner Pistons,0025600188,1957-01-31,FTW @ MNL,W,0,11,,,,,,18,21.0,0.857,,,,,,,,3.0,40,,0
9,21956,78076,Dolph Schayes,SYR,Syracuse Nationals,0025600139,1957-01-10,SYR vs. MNL,L,0,11,,,,,,18,18.0,1.0,,,,,,,,4.0,40,,0
10,21956,77847,Bob Pettit,STL,St. Louis Hawks,0025600143,1957-01-12,STL vs. BOS,W,0,17,,,,,,5,8.0,0.625,,,,,,,,3.0,39,,0
11,21956,77847,Bob Pettit,STL,St. Louis Hawks,0025600110,1956-12-27,STL vs. SYR,W,0,10,,,,,,19,,,,,,,,,,2.0,39,,0
12,21956,77169,Neil Johnston,PHW,Philadelphia Warriors,0025600183,1957-01-29,PHW @ NYK,L,0,13,,,,,,12,15.0,0.8,,,,,,,,4.0,38,,0
13,21956,77847,Bob Pettit,STL,St. Louis Hawks,0025600155,1957-01-18,STL @ BOS,L,0,14,,,,,,10,12.0,0.833,,,,,,,,3.0,38,,0
14,21956,77847,Bob Pettit,STL,St. Louis Hawks,0025600141,1957-01-10,STL @ NYK,L,0,16,,,,,,6,6.0,1.0,,,,,,,,2.0,38,,0
15,21956,76056,Paul Arizin,PHW,Philadelphia Warriors,0025600263,1957-03-02,PHW vs. SYR,W,0,10,,,,,,17,19.0,0.895,,,,,,,,5.0,37,,0
16,21956,76056,Paul Arizin,PHW,Philadelphia Warriors,0025600246,1957-02-24,PHW @ STL,L,0,12,,,,,,13,17.0,0.765,,,,,,,,5.0,37,,0
17,21956,77847,Bob Pettit,STL,St. Louis Hawks,0025600194,1957-02-02,STL @ MNL,W,0,13,34.0,0.382,,,,11,14.0,0.786,,,,,,,,4.0,37,,0
18,21956,76056,Paul Arizin,PHW,Philadelphia Warriors,0025600131,1957-01-06,PHW @ SYR,L,0,13,,,,,,11,14.0,0.786,,,,,,,,6.0,37,,0
19,21956,77847,Bob Pettit,STL,St. Louis Hawks,0025600104,1956-12-25,STL @ NYK,W,0,13,,,,,,11,12.0,0.917,,,,,,,,5.0,37,,0
20,21956,76056,Paul Arizin,PHW,Philadelphia Warriors,0025600063,1956-12-01,PHW @ STL,W,0,14,,,,,,9,11.0,0.818,,,,,,,,5.0,37,,0
21,21956,78076,Dolph Schayes,SYR,Syracuse Nationals,0025600278,1957-03-09,SYR vs. BOS,W,0,9,,,,,,18,,,,,,,,,,5.0,36,,0
22,21956,77429,Ed Macauley,STL,St. Louis Hawks,0025600230,1957-02-17,STL @ MNL,W,0,10,,,,,,16,24.0,0.667,,,,,,,,3.0,36,,0
23,21956,77847,Bob Pettit,STL,St. Louis Hawks,0025600173,1957-01-25,STL vs. ROC,W,0,11,,,,,,14,15.0,0.933,,,,,,,,4.0,36,,0
24,21956,78628,George Yardley,FTW,Ft. Wayne Zollner Pistons,0025600109,1956-12-26,FTW vs. ROC,W,0,14,,,,,,8,11.0,0.727,,,,,,,,4.0,36,,0
25,21956,77593,Vern Mikkelsen,MNL,Minneapolis Lakers,0025600286,1957-03-13,MNL vs. PHW,W,0,13,,,,,,9,13.0,0.692,,,,,,,,5.0,35,,0
26,21956,76988,Tom Heinsohn,BOS,Boston Celtics,0025600256,1957-02-28,BOS @ NYK,L,0,12,,,,,,11,,,,,,,,,,6.0,35,,0
27,21956,78628,George Yardley,FTW,Ft. Wayne Zollner Pistons,0025600249,1957-02-25,FTW vs. SYR,W,0,10,,,,,,15,18.0,0.833,,,,,,,,3.0,35,,0
28,21956,76902,Richie Guerin,NYK,New York Knicks,0025600234,1957-02-19,NYK vs. BOS,L,0,14,,,,,,7,8.0,0.875,,,,,,,,3.0,35,,0
29,21956,77847,Bob Pettit,STL,St. Louis Hawks,0025600219,1957-02-12,STL vs. MNL,L,0,11,,,,,,13,16.0,0.813,,,,,,,,2.0,35,,0
30,21956,76056,Paul Arizin,PHW,Philadelphia Warriors,0025600210,1957-02-08,PHW vs. STL,W,0,12,,,,,,11,,,,,,,,,,2.0,35,,0
31,21956,77169,Neil Johnston,PHW,Philadelphia Warriors,0025600204,1957-02-06,PHW @ MNL,L,0,14,,,,,,7,11.0,0.636,,,,,,,,3.0,35,,0
32,21956,76056,Paul Arizin,PHW,Philadelphia Warriors,0025600190,1957-01-31,PHW @ NYK,W,0,15,,,,,,5,6.0,0.833,,,,,,,,6.0,35,,0
33,21956,78628,George Yardley,FTW,Ft. Wayne Zollner Pistons,0025600162,1957-01-20,FTW @ SYR,L,0,11,,,,,,13,15.0,0.867,,,,,,,,3.0,35,,0
34,21956,76056,Paul Arizin,PHW,Philadelphia Warriors,0025600117,1956-12-30,PHW @ FTW,L,0,13,,,,,,9,,,,,,,,,,0.0,35,,0
35,21956,600003,Bob Cousy,BOS,Boston Celtics,0025600096,1956-12-18,BOS @ NYK,L,0,12,,,,,,11,13.0,0.846,,,,,,,,1.0,35,,0
36,21956,77169,Neil Johnston,PHW,Philadelphia Warriors,0025600087,1956-12-12,PHW vs. STL,W,0,14,,,,,,7,9.0,0.778,,,,,,,,4.0,35,,0
37,21956,600003,Bob Cousy,BOS,Boston Celtics,0025600001,1956-10-27,BOS @ NYK,W,0,11,,,,,,13,14.0,0.929,,,,,,,,2.0,35,,0
38,21956,78076,Dolph Schayes,SYR,Syracuse Nationals,0025600189,1957-01-31,SYR vs. BOS,W,0,10,,,,,,14,,,,,,,,,,5.0,34,,0
39,21956,76988,Tom Heinsohn,BOS,Boston Celtics,0025600085,1956-12-11,BOS vs. FTW,W,0,11,,,,,,12,14.0,0.857,,,,,,,,4.0,34,,0
40,21956,600003,Bob Cousy,BOS,Boston Celtics,0025600075,1956-12-07,BOS vs. MNL,W,0,15,,,,,,4,,,,,,,,,,4.0,34,,0
41,21956,77847,Bob Pettit,STL,St. Louis Hawks,0025600015,1956-11-07,STL vs. NYK,W,29,14,21.0,0.667,,,,6,6.0,1.0,,,15.0,,,,,6.0,34,,0
42,21956,78628,George Yardley,FTW,Ft. Wayne Zollner Pistons,0025600241,1957-02-22,FTW vs. ROC,W,0,13,,,,,,7,10.0,0.7,,,,,,,,1.0,33,,0
43,21956,76414,Jack Coleman,STL,St. Louis Hawks,0025600238,1957-02-21,STL @ BOS,L,0,15,,,,,,3,,,,,,,,,,2.0,33,,0
44,21956,600003,Bob Cousy,BOS,Boston Celtics,0025600226,1957-02-15,BOS @ STL,W,55,13,28.0,0.464,,,,7,8.0,0.875,,,3.0,,,,,1.0,33,,0
45,21956,77847,Bob Pettit,STL,St. Louis Hawks,0025600218,1957-02-11,STL vs. SYR,W,0,14,,,,,,5,7.0,0.714,,,,,,,,2.0,33,,0
46,21956,76056,Paul Arizin,PHW,Philadelphia Warriors,0025600203,1957-02-05,PHW @ STL,W,0,13,,,,,,7,8.0,0.875,,,,,,,,2.0,33,,0
47,21956,78628,George Yardley,FTW,Ft. Wayne Zollner Pistons,0025600198,1957-02-03,FTW @ SYR,L,0,10,,,,,,13,15.0,0.867,,,,,,,,5.0,33,,0
48,21956,78126,Bill Sharman,BOS,Boston Celtics,0025600197,1957-02-03,BOS vs. NYK,W,0,14,,,,,,5,,,,,,,,,,0.0,33,,0
49,21956,77847,Bob Pettit,STL,St. Louis Hawks,0025600180,1957-01-27,STL vs. ROC,W,0,10,,,,,,13,16.0,0.813,,,,,,,,3.0,33,,0
50,21956,600016,Maurice Stokes,ROC,Rochester Royals,0025600173,1957-01-25,ROC @ STL,L,0,13,,,,,,7,10.0,0.7,,,,,,,,3.0,33,,0
51,21956,77169,Neil Johnston,PHW,Philadelphia Warriors,0025600161,1957-01-20,PHW @ STL,L,0,10,,,,,,13,16.0,0.813,,,,,,,,5.0,33,,0
52,21956,600003,Bob Cousy,BOS,Boston Celtics,0025600159,1957-01-19,BOS @ ROC,W,0,12,,,,,,9,,,,,,,,,,2.0,33,,0
53,21956,76056,Paul Arizin,PHW,Philadelphia Warriors,0025600156,1957-01-18,PHW vs. SYR,W,0,10,,,,,,13,14.0,0.929,,,,,,,,3.0,33,,0
54,21956,78126,Bill Sharman,BOS,Boston Celtics,0025600155,1957-01-18,BOS vs. STL,W,0,10,,,,,,13,13.0,1.0,,,,,,,,2.0,33,,0
55,21956,77847,Bob Pettit,STL,St. Louis Hawks,0025600134,1957-01-06,STL vs. ROC,L,0,9,,,,,,15,17.0,0.882,,,,,,,,5.0,33,,0
56,21956,78628,George Yardley,FTW,Ft. Wayne Zollner Pistons,0025600125,1957-01-03,FTW vs. MNL,W,0,9,,,,,,15,18.0,0.833,,,,,,,,3.0,33,,0
57,21956,78106,Ken Sears,NYK,New York Knicks,0025600120,1956-12-30,NYK vs. ROC,W,0,11,,,,,,11,13.0,0.846,,,,,,,,5.0,33,,0
58,21956,77414,Clyde Lovellette,MNL,Minneapolis Lakers,0025600098,1956-12-20,MNL vs. ROC,W,0,9,,,,,,15,19.0,0.789,,,,,,,,3.0,33,,0
59,21956,78076,Dolph Schayes,SYR,Syracuse Nationals,0025600002,1956-10-27,SYR vs. PHW,W,0,14,,,,,,5,9.0,0.556,,,,,,,,3.0,33,,0
60,21956,77414,Clyde Lovellette,MNL,Minneapolis Lakers,0025600280,1957-03-10,MNL vs. STL,W,0,15,,,,,,2,,,,,,,,,,4.0,32,,0
61,21956,78628,George Yardley,FTW,Ft. Wayne Zollner Pistons,0025600282,1957-03-10,FTW vs. ROC,W,0,9,,,,,,14,15.0,0.933,,,,,,,,4.0,32,,0
62,21956,76056,Paul Arizin,PHW,Philadelphia Warriors,0025600258,1957-02-28,PHW vs. MNL,W,0,12,,,,,,8,,,,,,,,,,3.0,32,,0
63,21956,77248,Johnny Kerr,SYR,Syracuse Nationals,0025600257,1957-02-28,SYR vs. FTW,W,0,13,,,,,,6,7.0,0.857,,,,,,,,3.0,32,,0
64,21956,78126,Bill Sharman,BOS,Boston Celtics,0025600252,1957-02-26,BOS @ ROC,W,0,11,,,,,,10,12.0,0.833,,,,,,,,3.0,32,,0
65,21956,76988,Tom Heinsohn,BOS,Boston Celtics,0025600238,1957-02-21,BOS vs. STL,W,0,12,,,,,,8,9.0,0.889,,,,,,,,5.0,32,,0
66,21956,76243,Carl Braun,NYK,New York Knicks,0025600222,1957-02-13,NYK @ ROC,W,0,11,,,,,,10,11.0,0.909,,,,,,,,2.0,32,,0
67,21956,78126,Bill Sharman,BOS,Boston Celtics,0025600184,1957-01-29,BOS vs. MNL,W,0,14,,,,,,4,,,,,,,,,,4.0,32,,0
68,21956,78628,George Yardley,FTW,Ft. Wayne Zollner Pistons,0025600175,1957-01-26,FTW vs. PHW,W,0,12,,,,,,8,11.0,0.727,,,,,,,,2.0,32,,0
69,21956,600003,Bob Cousy,BOS,Boston Celtics,0025600163,1957-01-20,BOS vs. NYK,W,0,13,,,,,,6,,,,,,,,,,2.0,32,,0
70,21956,78126,Bill Sharman,BOS,Boston Celtics,0025600143,1957-01-12,BOS @ STL,L,0,12,,,,,,8,9.0,0.889,,,,,,,,3.0,32,,0
71,21956,78628,George Yardley,FTW,Ft. Wayne Zollner Pistons,0025600129,1957-01-05,FTW vs. NYK,W,0,11,,,,,,10,13.0,0.769,,,,,,,,3.0,32,,0
72,21956,600003,Bob Cousy,BOS,Boston Celtics,0025600127,1957-01-04,BOS @ SYR,L,0,12,,,,,,8,,,,,,,,,,2.0,32,,0
73,21956,77847,Bob Pettit,STL,St. Louis Hawks,0025600122,1957-01-01,STL @ ROC,L,0,10,,,,,,12,18.0,0.667,,,,,,,,1.0,32,,0
74,21956,78628,George Yardley,FTW,Ft. Wayne Zollner Pistons,0025600117,1956-12-30,FTW vs. PHW,W,0,13,,,,,,6,,,,,,,,,,3.0,32,,0
75,21956,78076,Dolph Schayes,SYR,Syracuse Nationals,0025600114,1956-12-29,SYR @ PHW,W,0,9,,,,,,14,,,,,,,,,,3.0,32,,0
76,21956,76773,Harry Gallatin,NYK,New York Knicks,0025600083,1956-12-11,NYK vs. STL,L,0,10,,,,,,12,13.0,0.923,,,,,,,,2.0,32,,0
77,21956,76056,Paul Arizin,PHW,Philadelphia Warriors,0025600079,1956-12-08,PHW @ ROC,L,0,11,,,,,,10,,,,,,,,,,4.0,32,,0
78,21956,600003,Bob Cousy,BOS,Boston Celtics,0025600071,1956-12-06,BOS @ PHW,L,0,10,,,,,,12,13.0,0.923,,,,,,,,0.0,32,,0
79,21956,78126,Bill Sharman,BOS,Boston Celtics,0025600038,1956-11-18,BOS @ ROC,W,0,12,,,,,,8,9.0,0.889,,,,,,,,2.0,32,,0
80,21956,76773,Harry Gallatin,NYK,New York Knicks,0025600022,1956-11-11,NYK vs. PHW,W,0,12,,,,,,8,11.0,0.727,,,,,,,,3.0,32,,0
81,21956,78628,George Yardley,FTW,Ft. Wayne Zollner Pistons,0025600276,1957-03-08,FTW vs. MNL,L,0,12,,,,,,7,9.0,0.778,,,,,,,,3.0,31,,0
82,21956,78628,George Yardley,FTW,Ft. Wayne Zollner Pistons,0025600257,1957-02-28,FTW @ SYR,L,0,11,,,,,,9,,,,,,,,,,2.0,31,,0
83,21956,76838,Joe Graboski,PHW,Philadelphia Warriors,0025600240,1957-02-22,PHW vs. BOS,W,0,13,,,,,,5,10.0,0.5,,,,,,,,4.0,31,,0
84,21956,77847,Bob Pettit,STL,St. Louis Hawks,0025600226,1957-02-15,STL vs. BOS,L,44,13,33.0,0.394,,,,5,9.0,0.556,,,21.0,,,,,2.0,31,,0
85,21956,77847,Bob Pettit,STL,St. Louis Hawks,0025600208,1957-02-07,STL @ SYR,L,0,11,,,,,,9,,,,,,,,,,2.0,31,,0
86,21956,77847,Bob Pettit,STL,St. Louis Hawks,0025600199,1957-02-03,STL vs. MNL,W,0,10,,,,,,11,13.0,0.846,,,,,,,,2.0,31,,0
87,21956,77169,Neil Johnston,PHW,Philadelphia Warriors,0025600196,1957-02-03,PHW vs. ROC,W,0,9,,,,,,13,15.0,0.867,,,,,,,,2.0,31,,0
88,21956,76056,Paul Arizin,PHW,Philadelphia Warriors,0025600193,1957-02-02,PHW vs. SYR,W,0,11,,,,,,9,13.0,0.692,,,,,,,,2.0,31,,0
89,21956,600016,Maurice Stokes,ROC,Rochester Royals,0025600151,1957-01-16,ROC vs. STL,L,0,11,,,,,,9,,,,,,,,,,4.0,31,,0
90,21956,78076,Dolph Schayes,SYR,Syracuse Nationals,0025600144,1957-01-12,SYR @ ROC,W,0,8,,,,,,15,16.0,0.938,,,,,,,,2.0,31,,0
91,21956,76056,Paul Arizin,PHW,Philadelphia Warriors,0025600092,1956-12-16,PHW vs. BOS,W,0,9,,,,,,13,15.0,0.867,,,,,,,,6.0,31,,0
92,21956,77847,Bob Pettit,STL,St. Louis Hawks,0025600090,1956-12-15,STL @ BOS,L,0,12,,,,,,7,9.0,0.778,,,,,,,,2.0,31,,0
93,21956,77169,Neil Johnston,PHW,Philadelphia Warriors,0025600061,1956-11-30,PHW vs. NYK,W,0,9,,,,,,13,14.0,0.929,,,,,,,,5.0,31,,0
94,21956,78076,Dolph Schayes,SYR,Syracuse Nationals,0025600037,1956-11-18,SYR vs. PHW,W,0,11,,,,,,9,,,,,,,,,,6.0,31,,0
95,21956,77169,Neil Johnston,PHW,Philadelphia Warriors,0025600033,1956-11-17,PHW vs. SYR,W,0,12,,,,,,7,8.0,0.875,,,,,,,,3.0,31,,0
96,21956,77169,Neil Johnston,PHW,Philadelphia Warriors,0025600019,1956-11-10,PHW vs. NYK,W,0,10,,,,,,11,14.0,0.786,,,,,,,,4.0,31,,0
97,21956,78126,Bill Sharman,BOS,Boston Celtics,0025600008,1956-11-03,BOS vs. NYK,L,0,9,,,,,,13,,,,,,,,,,3.0,31,,0
98,21956,77169,Neil Johnston,PHW,Philadelphia Warriors,0025600002,1956-10-27,PHW @ SYR,L,0,10,,,,,,11,15.0,0.733,,,,,,,,3.0,31,,0
99,21956,77414,Clyde Lovellette,MNL,Minneapolis Lakers,0025600290,1957-03-16,MNL @ STL,L,45,11,29.0,0.379,,,,8,11.0,0.727,,,12.0,,,,,1.0,30,,0
100,21956,78049,Bill Russell,BOS,Boston Celtics,0025600265,1957-03-03,BOS vs. ROC,W,0,12,,,,,,6,12.0,0.5,,,,,,,,2.0,30,,0
101,21956,76783,Dick Garmaker,MNL,Minneapolis Lakers,0025600259,1957-03-01,MNL vs. ROC,W,0,9,,,,,,12,14.0,0.857,,,,,,,,3.0,30,,0
102,21956,77248,Johnny Kerr,SYR,Syracuse Nationals,0025600251,1957-02-26,SYR vs. MNL,W,0,11,,,,,,8,8.0,1.0,,,,,,,,4.0,30,,0
103,21956,78076,Dolph Schayes,SYR,Syracuse Nationals,0025600242,1957-02-23,SYR @ MNL,W,0,9,,,,,,12,13.0,0.923,,,,,,,,4.0,30,,0
104,21956,78049,Bill Russell,BOS,Boston Celtics,0025600240,1957-02-22,BOS @ PHW,L,0,10,,,,,,10,13.0,0.769,,,,,,,,4.0,30,,0
105,21956,76988,Tom Heinsohn,BOS,Boston Celtics,0025600240,1957-02-22,BOS @ PHW,L,0,11,,,,,,8,14.0,0.571,,,,,,,,2.0,30,,0
106,21956,76243,Carl Braun,NYK,New York Knicks,0025600228,1957-02-16,NYK vs. MNL,W,0,13,,,,,,4,,,,,,,,,,1.0,30,,0
107,21956,77169,Neil Johnston,PHW,Philadelphia Warriors,0025600227,1957-02-15,PHW vs. MNL,W,0,9,,,,,,12,,,,,,,,,,4.0,30,,0
108,21956,78076,Dolph Schayes,SYR,Syracuse Nationals,0025600214,1957-02-10,SYR vs. NYK,W,0,13,,,,,,4,5.0,0.8,,,,,,,,1.0,30,,0
109,21956,76404,Nat Clifton,NYK,New York Knicks,0025600197,1957-02-03,NYK @ BOS,L,0,13,,,,,,4,5.0,0.8,,,,,,,,2.0,30,,0
110,21956,78126,Bill Sharman,BOS,Boston Celtics,0025600189,1957-01-31,BOS @ SYR,L,0,12,,,,,,6,7.0,0.857,,,,,,,,2.0,30,,0
111,21956,77169,Neil Johnston,PHW,Philadelphia Warriors,0025600179,1957-01-27,PHW vs. BOS,L,0,7,,,,,,16,18.0,0.889,,,,,,,,3.0,30,,0
112,21956,78126,Bill Sharman,BOS,Boston Celtics,0025600179,1957-01-27,BOS @ PHW,W,0,13,,,,,,4,6.0,0.667,,,,,,,,2.0,30,,0
113,21956,77414,Clyde Lovellette,MNL,Minneapolis Lakers,0025600174,1957-01-26,MNL @ NYK,L,0,13,,,,,,4,5.0,0.8,,,,,,,,4.0,30,,0
114,21956,600003,Bob Cousy,BOS,Boston Celtics,0025600172,1957-01-25,BOS vs. MNL,W,0,11,,,,,,8,8.0,1.0,,,,,,,,2.0,30,,0
115,21956,77847,Bob Pettit,STL,St. Louis Hawks,0025600171,1957-01-24,STL @ PHW,L,0,11,,,,,,8,11.0,0.727,,,,,,,,0.0,30,,0
116,21956,77847,Bob Pettit,STL,St. Louis Hawks,0025600165,1957-01-22,STL @ FTW,L,0,12,,,,,,6,8.0,0.75,,,,,,,,3.0,30,,0
