,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,NET_RATING,USG_PCT,TS_PCT
0,201985,A.J. Price,1610612754,IND,23.0,74,181,1.4,0.225,0.53
1,201166,Aaron Brooks,1610612745,HOU,25.0,72,161,-0.7,0.258,0.549
2,201189,Aaron Gray,1610612740,NOH,25.0,84,270,-1.7,0.164,0.551
3,201151,Acie Law,1610612741,CHI,25.0,75,202,7.0,0.22,0.585
4,200747,Adam Morrison,1610612747,LAL,25.0,80,205,-9.1,0.183,0.418
5,1733,Al Harrington,1610612752,NYK,30.0,81,250,-4.8,0.267,0.546
6,201143,Al Horford,1610612737,ATL,24.0,82,245,8.2,0.179,0.594
7,2744,Al Jefferson,1610612750,MIN,25.0,82,265,-11.1,0.247,0.524
8,201154,Al Thornton,1610612764,WAS,26.0,80,220,-7.5,0.192,0.523
9,201169,Alando Tucker,1610612750,MIN,26.0,78,205,-18.9,0.243,0.529
10,201582,Alexis Ajinca,1610612766,CHA,22.0,84,220,11.5,0.193,0.479
11,947,Allen Iverson,1610612755,PHI,35.0,72,165,-3.0,0.227,0.515
12,202087,Alonzo Gee,1610612764,WAS,23.0,78,220,-1.4,0.205,0.564
13,2405,Amar'e Stoudemire,1610612756,PHX,27.0,82,249,5.4,0.273,0.615
14,101161,Amir Johnson,1610612761,TOR,23.0,81,210,3.0,0.145,0.639
15,2760,Anderson Varejao,1610612739,CLE,27.0,83,260,12.6,0.132,0.598
16,101154,Andray Blatche,1610612764,WAS,23.0,83,248,-6.7,0.258,0.519
17,2738,Andre Iguodala,1610612755,PHI,26.0,78,207,-4.3,0.218,0.535
18,1889,Andre Miller,1610612757,POR,34.0,74,200,6.9,0.24,0.53
19,200745,Andrea Bargnani,1610612761,TOR,24.0,84,250,-3.9,0.223,0.552
20,1905,Andrei Kirilenko,1610612762,UTA,29.0,81,225,6.7,0.177,0.588
21,2804,Andres Nocioni,1610612758,SAC,30.0,79,225,-6.1,0.206,0.504
22,101106,Andrew Bogut,1610612749,MIL,25.0,84,260,4.9,0.234,0.54
23,101115,Andrew Bynum,1610612747,LAL,22.0,84,285,6.0,0.208,0.608
24,2740,Andris Biedrins,1610612744,GSW,24.0,83,240,-8.0,0.102,0.561
25,1712,Antawn Jamison,1610612739,CLE,34.0,81,235,0.7,0.237,0.529
26,1853,Anthony Carter,1610612743,DEN,35.0,74,195,-1.8,0.127,0.482
27,1533,Anthony Johnson,1610612753,ORL,35.0,75,195,7.6,0.166,0.543
28,201627,Anthony Morrow,1610612744,GSW,24.0,77,210,-2.8,0.177,0.597
29,1515,Anthony Parker,1610612739,CLE,35.0,78,215,8.9,0.119,0.576
30,201576,Anthony Randolph,1610612744,GSW,20.0,82,210,-6.0,0.235,0.521
31,201229,Anthony Tolliver,1610612744,GSW,25.0,81,243,-0.3,0.167,0.531
32,101120,Antoine Wright,1610612761,TOR,26.0,79,215,1.6,0.161,0.502
33,202079,Antonio Anderson,1610612760,OKC,25.0,78,215,-7.3,0.1,0.333
34,686,Antonio McDyess,1610612759,SAS,35.0,81,245,6.6,0.151,0.492
35,201167,Arron Afflalo,1610612743,DEN,24.0,77,215,3.9,0.141,0.576
36,201948,Austin Daye,1610612765,DET,22.0,83,200,-8.5,0.181,0.546
37,1884,Baron Davis,1610612746,LAC,31.0,75,215,-3.7,0.24,0.501
38,2732,Ben Gordon,1610612765,DET,27.0,75,200,-7.5,0.246,0.534
39,1112,Ben Wallace,1610612765,DET,35.0,81,240,-2.2,0.1,0.526
40,2757,Beno Udrih,1610612758,SAC,27.0,75,205,-5.1,0.185,0.566
41,201628,Bobby Brown,1610612746,LAC,25.0,74,175,-8.7,0.256,0.441
42,2250,Bobby Simmons,1610612751,NJN,30.0,78,230,-7.8,0.165,0.485
43,2564,Boris Diaw,1610612766,CHA,28.0,80,235,2.3,0.163,0.552
44,1802,Brad Miller,1610612741,CHI,34.0,84,261,-1.8,0.18,0.53
