,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,NET_RATING,USG_PCT,TS_PCT
0,243,Aaron McKie,1610612747,LAL,34.0,77,209,-4.0,0.089,0.647
1,1425,Aaron Williams,1610612746,LAC,35.0,81,235,-2.4,0.101,0.606
2,200747,Adam Morrison,1610612766,CHA,22.0,80,205,-7.0,0.22,0.45
3,1502,Adonal Foyle,1610612744,GSW,32.0,82,270,-3.2,0.106,0.557
4,1559,Adrian Griffin,1610612741,CHI,32.0,77,230,7.4,0.135,0.499
5,1733,Al Harrington,1610612744,GSW,27.0,81,245,-0.8,0.229,0.54
6,2744,Al Jefferson,1610612738,BOS,22.0,82,256,-4.2,0.228,0.547
7,101187,Alan Anderson,1610612766,CHA,24.0,78,220,-3.3,0.202,0.538
8,673,Alan Henderson,1610612755,PHI,34.0,81,240,-1.3,0.109,0.679
9,200792,Alexander Johnson,1610612763,MEM,24.0,81,240,-1.9,0.161,0.588
10,200810,Allan Ray,1610612738,BOS,23.0,74,190,-3.2,0.202,0.512
11,947,Allen Iverson,1610612743,DEN,32.0,72,165,0.6,0.291,0.54
12,297,Alonzo Mourning,1610612748,MIA,37.0,82,261,-0.7,0.208,0.59
13,1541,Alvin Williams,1610612746,LAC,32.0,77,195,-40.0,0.257,0.266
14,2405,Amar'e Stoudemire,1610612756,PHX,24.0,82,245,7.8,0.256,0.637
15,101161,Amir Johnson,1610612765,DET,20.0,81,210,-0.3,0.176,0.6
16,2760,Anderson Varejao,1610612739,CLE,24.0,82,240,6.8,0.137,0.527
17,101154,Andray Blatche,1610612764,WAS,20.0,83,248,-6.6,0.172,0.471
18,2857,Andre Barrett,1610612741,CHI,25.0,70,173,-1.1,0.18,0.5
19,2810,Andre Brown,1610612760,SEA,26.0,81,245,-2.5,0.183,0.577
20,2738,Andre Iguodala,1610612755,PHI,23.0,78,207,-3.1,0.227,0.562
21,1889,Andre Miller,1610612755,PHI,31.0,74,200,-0.2,0.19,0.52
22,200745,Andrea Bargnani,1610612761,TOR,21.0,84,250,2.1,0.226,0.546
23,2601,Andreas Glyniadakis,1610612760,SEA,25.0,85,280,-20.4,0.154,0.475
24,1905,Andrei Kirilenko,1610612762,UTA,26.0,81,227,-0.3,0.146,0.558
25,2804,Andres Nocioni,1610612741,CHI,27.0,79,225,2.5,0.241,0.578
26,101106,Andrew Bogut,1610612749,MIL,22.0,84,245,-3.7,0.173,0.566
27,101115,Andrew Bynum,1610612747,LAL,19.0,84,275,-2.4,0.166,0.593
