,PLAYER_NAME,TEAM_ABBREVIATION,AGE,PACE,PIE
0,A.J. Price,WAS,26.0,93.02,0.096
1,Aaron Brooks,HOU,28.0,94.81,0.073
2,Aaron Gray,TOR,28.0,93.07,0.053
3,Al Harrington,ORL,33.0,96.17,0.061
4,Al Horford,ATL,27.0,93.61,0.143
5,Al Jefferson,UTA,28.0,92.61,0.148
6,Al-Farouq Aminu,NOH,22.0,91.67,0.103
7,Alan Anderson,TOR,30.0,91.79,0.079
8,Alec Burks,UTA,21.0,94.87,0.074
9,Alexey Shved,MIN,24.0,95.18,0.076
10,Alonzo Gee,CLE,26.0,95.61,0.064
11,Amar'e Stoudemire,NYK,30.0,90.97,0.129
12,Amir Johnson,TOR,26.0,92.7,0.109
13,Anderson Varejao,CLE,30.0,95.05,0.164
14,Andray Blatche,BKN,26.0,91.17,0.146
15,Andre Drummond,DET,19.0,93.05,0.137
16,Andre Iguodala,DEN,29.0,97.8,0.109
17,Andre Miller,DEN,37.0,97.19,0.115
18,Andrea Bargnani,TOR,27.0,95.6,0.07
19,Andrei Kirilenko,MIN,32.0,95.28,0.125
20,Andrew Bogut,GSW,28.0,96.61,0.092
21,Andrew Goudelock,LAL,24.0,96.15,-0.13
22,Andrew Nicholson,ORL,23.0,94.84,0.101
23,Andris Biedrins,GSW,27.0,96.91,0.045
24,Antawn Jamison,LAL,37.0,96.97,0.099
25,Anthony Davis,NOH,20.0,91.69,0.135
26,Anthony Morrow,DAL,27.0,93.0,0.065
27,Anthony Randolph,DEN,23.0,100.81,0.096
28,Anthony Tolliver,ATL,28.0,95.06,0.064
29,Arnett Moultrie,PHI,22.0,92.59,0.099
30,Aron Baynes,SAS,26.0,99.48,0.042
31,Arron Afflalo,ORL,27.0,94.16,0.087
32,Austin Daye,MEM,25.0,95.01,0.085
33,Austin Rivers,NOH,20.0,89.93,0.031
34,Avery Bradley,BOS,22.0,94.51,0.049
35,Ben Gordon,CHA,30.0,94.75,0.076
36,Ben Hansbrough,IND,25.0,97.02,0.05
37,Beno Udrih,ORL,30.0,96.31,0.107
38,Bernard James,DAL,28.0,98.62,0.077
39,Bismack Biyombo,CHA,20.0,93.22,0.063
40,Blake Griffin,LAC,24.0,93.38,0.149
41,Boris Diaw,SAS,31.0,95.97,0.08
42,Bradley Beal,WAS,20.0,94.48,0.093
43,Brandan Wright,DAL,25.0,96.17,0.129
44,Brandon Bass,BOS,28.0,94.02,0.081
45,Brandon Jennings,MIL,23.0,97.38,0.107
46,Brandon Knight,DET,21.0,93.32,0.082
47,Brandon Roy,MIN,28.0,92.23,0.07
48,Brandon Rush,GSW,27.0,100.13,0.067
49,Brendan Haywood,CHA,33.0,93.94,0.047
50,Brian Roberts,NOH,27.0,89.4,0.1
51,Brook Lopez,BKN,25.0,91.02,0.148
52,Byron Mullens,CHA,24.0,94.89,0.085
53,CJ Miles,CLE,26.0,95.37,0.096
54,CJ Watson,BKN,29.0,90.2,0.093
55,Carl Landry,GSW,29.0,96.14,0.115
56,Carlos Boozer,CHI,31.0,91.73,0.138
57,Carlos Delfino,HOU,30.0,97.96,0.095
58,Carmelo Anthony,NYK,29.0,92.0,0.151
59,Caron Butler,LAC,33.0,93.58,0.075
60,Cartier Martin,WAS,28.0,93.85,0.072
61,Chandler Parsons,HOU,24.0,98.56,0.107
62,Charles Hayes,SAC,30.0,94.55,0.076
63,Charles Jenkins,PHI,24.0,97.13,0.053
64,Charlie Villanueva,DET,28.0,94.56,0.091
65,Chase Budinger,MIN,25.0,95.64,0.088
66,Chauncey Billups,LAC,36.0,92.0,0.095
67,Chris Andersen,MIA,34.0,92.35,0.109
68,Chris Bosh,MIA,29.0,92.69,0.129
69,Chris Copeland,NYK,29.0,91.96,0.089
70,Chris Douglas-Roberts,DAL,26.0,92.8,0.052
71,Chris Duhon,LAL,30.0,96.42,0.06
72,Chris Johnson,MIN,27.0,93.95,0.091
73,Chris Johnson,MEM,23.0,92.76,0.062
74,Chris Kaman,DAL,31.0,95.64,0.113
75,Chris Paul,LAC,28.0,93.77,0.178
76,Chris Quinn,CLE,29.0,94.44,0.006
77,Chris Singleton,WAS,23.0,94.57,0.045
78,Chris Wilcox,BOS,30.0,96.38,0.092
79,Chris Wright,DAL,23.0,118.71,0.0
80,Cole Aldrich,SAC,24.0,100.5,0.071
81,Corey Brewer,DEN,27.0,98.85,0.088
82,Corey Maggette,DET,33.0,91.07,0.033
83,Cory Higgins,CHA,24.0,95.18,0.046
84,Cory Joseph,SAS,21.0,97.75,0.092
85,Courtney Lee,BOS,27.0,93.72,0.079
86,D.J. Augustin,IND,25.0,92.87,0.089
87,DJ White,BOS,26.0,88.71,0.097
88,DaJuan Summers,LAC,25.0,96.5,0.083
89,Daequan Cook,CHI,26.0,95.98,0.043
90,Dahntay Jones,ATL,32.0,96.3,0.029
91,Damian Lillard,POR,22.0,93.99,0.105
