,PLAYER_NAME,TEAM_ABBREVIATION,AGE,PACE,PIE
0,A.J. Price,MIN,27.0,96.45,0.089
1,Aaron Brooks,DEN,29.0,99.87,0.079
2,Aaron Gray,SAC,29.0,96.66,0.044
3,Adonis Thomas,PHI,21.0,95.48,0.04
4,Al Harrington,WAS,34.0,95.0,0.061
5,Al Horford,ATL,28.0,97.04,0.153
6,Al Jefferson,CHA,29.0,94.49,0.17
7,Al-Farouq Aminu,NOP,23.0,94.63,0.093
8,Alan Anderson,BKN,31.0,93.43,0.059
9,Alec Burks,UTA,22.0,94.15,0.101
10,Alex Len,PHX,21.0,99.16,0.027
11,Alexey Shved,MIN,25.0,96.07,0.072
12,Alexis Ajinca,NOP,26.0,93.67,0.084
13,Allen Crabbe,POR,22.0,97.47,0.042
14,Alonzo Gee,CLE,27.0,97.2,0.053
15,Amar'e Stoudemire,NYK,31.0,90.89,0.12
16,Amir Johnson,TOR,27.0,93.68,0.1
17,Anderson Varejao,CLE,31.0,94.57,0.131
18,Andray Blatche,BKN,27.0,94.49,0.124
19,Andre Drummond,DET,20.0,96.7,0.135
20,Andre Iguodala,GSW,30.0,97.91,0.099
21,Andre Miller,WAS,38.0,93.85,0.118
22,Andre Roberson,OKC,22.0,97.66,0.044
23,Andrea Bargnani,NYK,28.0,92.07,0.089
24,Andrei Kirilenko,BKN,33.0,93.4,0.079
25,Andrew Bogut,GSW,29.0,98.5,0.123
26,Andrew Bynum,IND,26.0,97.47,0.102
27,Andrew Nicholson,ORL,24.0,95.18,0.07
28,Andris Biedrins,UTA,28.0,96.49,0.047
29,Antawn Jamison,LAC,38.0,97.58,0.064
30,Anthony Bennett,CLE,21.0,97.54,0.037
31,Anthony Davis,NOP,21.0,95.05,0.164
32,Anthony Morrow,NOP,28.0,93.43,0.087
33,Anthony Randolph,DEN,24.0,101.05,0.091
34,Anthony Tolliver,CHA,29.0,96.22,0.072
35,Archie Goodwin,PHX,19.0,99.61,0.068
36,Arinze Onuaku,CLE,26.0,93.99,0.037
37,Arnett Moultrie,PHI,23.0,103.67,0.037
38,Aron Baynes,SAS,27.0,96.52,0.061
39,Arron Afflalo,ORL,28.0,95.94,0.106
40,Austin Daye,SAS,26.0,96.63,0.062
41,Austin Rivers,NOP,21.0,93.9,0.067
42,Avery Bradley,BOS,23.0,96.33,0.082
43,Ben Gordon,CHA,31.0,96.29,0.05
44,Ben McLemore,SAC,21.0,97.24,0.042
45,Beno Udrih,MEM,31.0,94.12,0.086
46,Bernard James,DAL,29.0,98.0,0.042
47,Bismack Biyombo,CHA,21.0,93.96,0.099
48,Blake Griffin,LAC,25.0,98.4,0.162
49,Boris Diaw,SAS,32.0,97.26,0.098
50,Bradley Beal,WAS,21.0,94.96,0.095
51,Brandan Wright,DAL,26.0,93.43,0.137
52,Brandon Bass,BOS,29.0,95.59,0.099
53,Brandon Davies,PHI,22.0,99.46,0.04
54,Brandon Jennings,DET,24.0,98.17,0.1
55,Brandon Knight,MIL,22.0,94.65,0.111
56,Brandon Rush,UTA,28.0,94.08,0.031
57,Brian Roberts,NOP,28.0,94.16,0.09
58,Brook Lopez,BKN,26.0,94.51,0.153
59,Byron Mullens,PHI,25.0,98.34,0.075
60,CJ McCollum,POR,22.0,98.28,0.054
61,CJ Miles,CLE,27.0,96.34,0.092
62,CJ Watson,IND,30.0,97.4,0.096
63,Carl Landry,SAC,30.0,97.46,0.079
64,Carlos Boozer,CHI,32.0,94.5,0.12
65,Carmelo Anthony,NYK,30.0,92.52,0.162
66,Caron Butler,OKC,34.0,95.72,0.086
67,Carrick Felix,CLE,23.0,102.25,0.087
68,Cartier Martin,ATL,29.0,96.47,0.075
69,Casper Ware,PHI,24.0,99.75,0.091
70,Chandler Parsons,HOU,25.0,98.65,0.111
71,Channing Frye,PHX,31.0,97.58,0.082
72,Charles Hayes,TOR,31.0,94.2,0.073
73,Charlie Villanueva,DET,29.0,96.04,0.081
74,Chase Budinger,MIN,26.0,97.02,0.066
75,Chauncey Billups,DET,37.0,96.03,0.04
76,Chris Andersen,MIA,35.0,91.96,0.118
77,Chris Babb,BOS,24.0,95.47,0.021
78,Chris Bosh,MIA,30.0,93.51,0.126
79,Chris Copeland,IND,30.0,93.81,0.097
80,Chris Douglas-Roberts,CHA,27.0,94.85,0.082
81,Chris Johnson,BOS,24.0,95.46,0.066
82,Chris Kaman,LAL,32.0,101.77,0.121
83,Chris Paul,LAC,29.0,99.79,0.179
84,Chris Singleton,WAS,24.0,94.91,0.062
85,Chris Smith,NYK,26.0,125.11,0.0
86,Chris Wright,MIL,25.0,97.85,0.072
87,Cody Zeller,CHA,21.0,97.41,0.086
88,Cole Aldrich,NYK,25.0,94.34,0.137
89,Corey Brewer,MIN,28.0,101.89,0.066
90,Cory Joseph,SAS,22.0,96.24,0.088
91,Courtney Lee,MEM,28.0,92.31,0.094
92,D.J. Augustin,CHI,26.0,92.19,0.117
93,DJ Stephens,MIL,23.0,87.07,0.224
94,DJ White,CHA,27.0,97.29,0.018
95,Damian Lillard,POR,23.0,97.8,0.117
96,Damion James,SAS,26.0,94.47,0.051
97,Daniel Orton,PHI,23.0,101.62,0.074
98,Danny Granger,LAC,31.0,97.93,0.083
99,Danny Green,SAS,27.0,97.4,0.091
100,Dante Cunningham,MIN,27.0,97.92,0.081
101,Darius Johnson-Odom,PHI,24.0,101.3,-0.328
102,Darius Miller,NOP,24.0,94.29,0.046
103,Darius Morris,MEM,23.0,94.96,0.065
104,Darrell Arthur,DEN,26.0,100.06,0.055
105,Darren Collison,LAC,26.0,97.22,0.108
106,David Lee,GSW,31.0,98.58,0.134
107,David West,IND,33.0,95.08,0.139
108,DeAndre Jordan,LAC,25.0,98.22,0.121
109,DeAndre Liggins,MIA,26.0,102.86,0.161
110,DeJuan Blair,DAL,25.0,97.52,0.097
111,DeMar DeRozan,TOR,24.0,93.78,0.128
112,DeMarcus Cousins,SAC,23.0,96.93,0.182
113,DeMarre Carroll,ATL,27.0,96.65,0.091
114,Dennis Schroder,ATL,20.0,95.19,0.047
115,Derek Fisher,OKC,39.0,96.79,0.063
116,Deron Williams,BKN,30.0,94.38,0.117
117,Derrick Favors,UTA,22.0,93.48,0.118
118,Derrick Rose,CHI,25.0,97.13,0.073
119,Derrick Williams,SAC,23.0,97.58,0.08
120,Devin Harris,DAL,31.0,94.91,0.098
121,Dewayne Dedmon,ORL,24.0,95.03,0.077
122,Dexter Pittman,ATL,26.0,72.49,-1.5
123,Diante Garrett,UTA,25.0,92.64,0.056
124,Dion Waiters,CLE,22.0,95.43,0.091
125,Dionte Christmas,PHX,27.0,96.53,0.072
126,Dirk Nowitzki,DAL,36.0,95.16,0.161
127,Donald Sloan,IND,26.0,92.88,0.075
128,Donatas Motiejunas,HOU,23.0,100.37,0.068
129,Dorell Wright,POR,28.0,97.49,0.09
130,Doron Lamb,ORL,22.0,94.08,0.047
131,Draymond Green,GSW,24.0,98.68,0.09
132,Drew Gooden,WAS,32.0,91.49,0.127
133,Dwight Buycks,TOR,25.0,94.74,0.061
134,Dwight Howard,HOU,28.0,97.78,0.146
135,Dwyane Wade,MIA,32.0,94.71,0.144
136,E'Twaun Moore,ORL,25.0,96.71,0.074
137,Earl Clark,NYK,26.0,95.7,0.063
138,Earl Watson,POR,35.0,96.16,0.0
139,Ed Davis,MEM,25.0,93.16,0.104
140,Ekpe Udoh,MIL,27.0,92.6,0.035
141,Elias Harris,LAL,24.0,107.86,0.025
142,Elliot Williams,PHI,25.0,101.45,0.055
143,Elton Brand,ATL,35.0,96.67,0.088
144,Enes Kanter,UTA,22.0,93.12,0.101
145,Eric Bledsoe,PHX,24.0,98.24,0.141
146,Eric Gordon,NOP,25.0,95.65,0.089
147,Eric Maynor,PHI,27.0,95.96,0.058
148,Erik Murphy,CHI,23.0,91.35,-0.011
149,Ersan Ilyasova,MIL,27.0,94.77,0.097
150,Evan Fournier,DEN,21.0,101.63,0.069
151,Evan Turner,IND,25.0,100.41,0.093
152,Francisco Garcia,HOU,32.0,99.26,0.054
153,Gal Mekel,DAL,26.0,97.89,0.04
154,Garrett Temple,WAS,28.0,93.15,0.048
155,Gary Neal,CHA,29.0,93.97,0.085
156,George Hill,IND,28.0,94.31,0.101
157,Gerald Green,PHX,28.0,98.61,0.097
158,Gerald Henderson,CHA,26.0,94.01,0.092
159,Gerald Wallace,BOS,31.0,95.48,0.081
160,Giannis Antetokounmpo,MIL,19.0,94.51,0.073
161,Gigi Datome,DET,26.0,96.11,0.058
162,Glen Davis,LAC,28.0,95.11,0.084
163,Glen Rice Jr.,WAS,23.0,95.55,0.063
164,Goran Dragic,PHX,28.0,98.04,0.134
165,Gordon Hayward,UTA,24.0,93.75,0.112
166,Gorgui Dieng,MIN,24.0,98.67,0.111
167,Greg Monroe,DET,24.0,97.42,0.118
168,Greg Oden,MIA,26.0,94.61,0.039
169,Greg Smith,HOU,23.0,99.46,0.079
170,Greg Stiemsma,NOP,28.0,92.79,0.053
171,Greivis Vasquez,TOR,27.0,93.37,0.108
172,Gustavo Ayon,ATL,29.0,95.41,0.089
173,Hamady Ndiaye,SAC,27.0,94.63,0.007
174,Harrison Barnes,GSW,22.0,98.67,0.068
175,Hasheem Thabeet,OKC,27.0,98.03,-0.005
176,Hedo Turkoglu,LAC,35.0,96.31,0.085
177,Henry Sims,PHI,24.0,97.95,0.099
178,Hilton Armstrong,GSW,29.0,97.06,0.123
179,Hollis Thompson,PHI,23.0,100.74,0.059
180,Ian Clark,UTA,23.0,94.26,0.057
181,Ian Mahinmi,IND,27.0,95.39,0.045
182,Iman Shumpert,NYK,24.0,91.92,0.061
183,Isaiah Canaan,HOU,23.0,102.19,0.045
184,Isaiah Thomas,SAC,25.0,98.19,0.136
185,Ish Smith,PHX,25.0,97.33,0.093
186,J.R. Smith,NYK,28.0,92.37,0.091
187,JJ Hickson,DEN,25.0,100.01,0.113
188,JJ Redick,LAC,30.0,99.08,0.099
189,JaVale McGee,DEN,26.0,102.52,0.026
190,Jae Crowder,DAL,23.0,95.45,0.077
191,Jamaal Franklin,MEM,22.0,94.11,0.027
192,Jamaal Tinsley,UTA,36.0,92.75,0.03
193,Jamal Crawford,LAC,34.0,98.58,0.111
194,Jameer Nelson,ORL,32.0,95.69,0.097
195,James Anderson,PHI,25.0,101.92,0.072
196,James Harden,HOU,24.0,99.19,0.156
197,James Johnson,MEM,27.0,93.63,0.115
198,James Jones,MIA,33.0,89.33,0.104
199,James Nunnally,PHI,23.0,96.18,0.05
200,James Southerland,NOP,24.0,97.95,0.096
201,Jan Vesely,DEN,24.0,96.04,0.067
202,Jannero Pargo,CHA,34.0,95.28,0.125
203,Jared Cunningham,SAC,23.0,99.16,0.028
204,Jared Dudley,LAC,28.0,97.85,0.053
205,Jared Sullinger,BOS,22.0,95.84,0.104
206,Jarrett Jack,CLE,30.0,95.03,0.086
207,Jarvis Varnado,PHI,26.0,100.44,0.062
208,Jason Collins,BKN,35.0,95.69,0.003
209,Jason Maxiell,ORL,31.0,96.23,0.042
210,Jason Smith,NOP,28.0,94.77,0.071
211,Jason Terry,BKN,36.0,94.37,0.047
212,Jason Thompson,SAC,27.0,96.52,0.073
213,Jeff Adrien,MIL,28.0,95.47,0.115
214,Jeff Ayres,SAS,27.0,97.37,0.068
215,Jeff Green,BOS,27.0,96.51,0.089
216,Jeff Taylor,CHA,25.0,96.47,0.029
217,Jeff Teague,ATL,26.0,97.68,0.118
218,Jeff Withey,NOP,24.0,94.56,0.089
219,Jeremy Evans,UTA,26.0,93.03,0.102
220,Jeremy Lamb,OKC,22.0,96.52,0.094
221,Jeremy Lin,HOU,25.0,100.19,0.095
222,Jeremy Tyler,NYK,23.0,93.93,0.069
223,Jermaine O'Neal,GSW,35.0,96.59,0.1
224,Jerryd Bayless,BOS,25.0,93.94,0.075
225,Jimmer Fredette,CHI,25.0,95.51,0.112
226,Jimmy Butler,CHI,24.0,92.47,0.095
227,Joakim Noah,CHI,29.0,92.34,0.156
228,Jodie Meeks,LAL,26.0,101.42,0.087
229,Joe Johnson,BKN,33.0,93.32,0.106
230,Joel Anthony,BOS,31.0,96.87,0.039
231,Joel Freeland,POR,27.0,96.66,0.071
232,John Henson,MIL,23.0,93.86,0.118
233,John Jenkins,ATL,23.0,97.31,0.044
234,John Lucas III,UTA,31.0,94.37,0.029
235,John Salmons,TOR,34.0,94.72,0.056
236,John Wall,WAS,23.0,96.85,0.135
237,Jon Leuer,MEM,25.0,92.71,0.119
238,Jonas Jerebko,DET,27.0,96.23,0.095
239,Jonas Valanciunas,TOR,22.0,94.31,0.113
240,Jordan Crawford,GSW,25.0,97.32,0.104
241,Jordan Farmar,LAL,27.0,101.34,0.103
242,Jordan Hamilton,HOU,23.0,99.1,0.095
243,Jordan Hill,LAL,26.0,98.91,0.129
244,Jorge Gutierrez,BKN,25.0,93.57,0.049
245,Jose Calderon,DAL,32.0,95.83,0.095
246,Jose Juan Barea,MIN,30.0,97.27,0.095
247,Josh Childress,NOP,31.0,91.8,0.042
248,Josh Harrellson,DET,25.0,97.39,0.083
249,Josh McRoberts,CHA,27.0,93.0,0.097
250,Josh Powell,HOU,31.0,92.45,0.049
251,Josh Smith,DET,28.0,97.85,0.09
252,Jrue Holiday,NOP,24.0,96.16,0.114
253,Julyan Stone,TOR,25.0,90.73,0.066
254,Justin Hamilton,MIA,24.0,93.78,0.051
255,Kawhi Leonard,SAS,23.0,97.23,0.132
256,Keith Bogans,BOS,34.0,95.32,0.094
257,Kelly Olynyk,BOS,23.0,97.24,0.09
258,Kemba Walker,CHA,24.0,94.7,0.123
259,Kendall Marshall,LAL,22.0,101.43,0.095
260,Kendrick Perkins,OKC,29.0,97.1,0.042
261,Kenneth Faried,DEN,24.0,100.72,0.126
262,Kent Bazemore,LAL,24.0,103.07,0.071
263,Kentavious Caldwell-Pope,DET,21.0,97.93,0.05
264,Kenyon Martin,NYK,36.0,91.82,0.081
265,Kevin Durant,OKC,25.0,99.05,0.206
266,Kevin Garnett,BKN,38.0,92.33,0.122
267,Kevin Love,MIN,25.0,101.64,0.191
268,Kevin Martin,MIN,31.0,101.55,0.096
269,Kevin Seraphin,WAS,24.0,93.34,0.073
270,Khris Middleton,MIL,22.0,94.32,0.079
271,Kirk Hinrich,CHI,33.0,92.65,0.076
272,Klay Thompson,GSW,24.0,98.32,0.084
