,PLAYER_NAME,TEAM_ABBREVIATION,AGE,PACE,PIE
0,A.C. Green,MIA,37.0,89.62,0.093
1,A.J. Guyton,CHI,23.0,90.06,0.071
2,Aaron McKie,PHI,28.0,93.12,0.119
3,Aaron Williams,NJN,29.0,93.52,0.095
4,Adam Keefe,GSW,31.0,95.05,0.056
5,Adonal Foyle,GSW,26.0,96.19,0.075
6,Adrian Griffin,BOS,26.0,94.05,0.077
7,Al Harrington,IND,21.0,92.14,0.069
8,Alan Henderson,ATL,28.0,94.79,0.081
9,Allan Houston,NYK,30.0,89.33,0.117
10,Allen Iverson,PHI,26.0,94.48,0.155
11,Alonzo Mourning,MIA,31.0,89.7,0.175
12,Alvin Williams,TOR,26.0,94.24,0.102
13,Andre Miller,CLE,25.0,94.28,0.142
14,Andrew DeClercq,ORL,28.0,95.91,0.06
15,Andy Panko,ATL,23.0,43.5,0.0
16,Anfernee Hardaway,PHX,29.0,97.63,0.115
17,Antawn Jamison,GSW,25.0,97.06,0.118
18,Anthony Carter,MIA,26.0,89.72,0.087
19,Anthony Goldwire,DEN,29.0,95.07,0.082
20,Anthony Johnson,CLE,26.0,95.45,0.05
21,Anthony Mason,MIA,34.0,89.27,0.146
22,Anthony Miller,PHI,29.0,85.36,0.031
23,Anthony Peeler,MIN,31.0,95.36,0.076
24,Antoine Walker,BOS,24.0,94.8,0.138
25,Antonio Daniels,SAS,26.0,92.22,0.106
26,Antonio Davis,TOR,32.0,93.3,0.11
27,Antonio Harvey,POR,30.0,94.87,0.091
28,Antonio McDyess,DEN,26.0,94.65,0.151
29,Art Long,SAC,28.0,110.38,-0.05
30,Arvydas Sabonis,POR,36.0,92.02,0.14
31,Austin Croshere,IND,26.0,92.93,0.094
32,Avery Johnson,SAS,36.0,90.85,0.085
33,Baron Davis,CHH,22.0,91.94,0.115
34,Ben Wallace,DET,26.0,96.83,0.125
35,Bill Curley,GSW,29.0,96.91,0.026
36,Billy Owens,DET,32.0,98.78,0.069
37,Bimbo Coles,CLE,33.0,92.35,0.063
38,Bo Outlaw,ORL,30.0,95.36,0.111
39,Bob Sura,GSW,28.0,97.52,0.076
40,Bobby Jackson,SAC,28.0,93.77,0.099
41,Bonzi Wells,POR,24.0,91.58,0.122
42,Brad Miller,CHI,25.0,90.75,0.106
43,Brent Barry,SEA,29.0,94.61,0.111
44,Brent Price,VAN,32.0,98.71,0.027
45,Brevin Knight,ATL,25.0,96.89,0.086
46,Brian Cardinal,DET,24.0,101.16,-0.011
47,Brian Grant,MIA,29.0,88.8,0.128
48,Brian Shaw,LAL,35.0,94.42,0.088
49,Brian Skinner,LAC,25.0,92.5,0.073
50,Bruce Bowen,MIA,30.0,88.93,0.042
51,Bruno Sundov,IND,21.0,96.55,0.059
52,Bryant Reeves,VAN,28.0,94.39,0.084
53,Bryant Stith,BOS,30.0,94.61,0.078
54,Bryce Drew,CHI,26.0,92.17,0.05
