,PLAYER_NAME,TEAM_ABBREVIATION,AGE,PACE,PIE
65,Charlie Bell,DAL,23.0,95.17,-0.014
66,Charlie Ward,NYK,31.0,91.75,0.123
67,Chauncey Billups,MIN,25.0,92.59,0.117
68,Cherokee Parks,SAS,29.0,97.38,0.032
69,Chris Andersen,DEN,23.0,94.94,0.068
70,Chris Childs,TOR,34.0,90.21,0.076
71,Chris Crawford,ATL,27.0,92.6,0.074
72,Chris Dudley,POR,37.0,90.84,0.042
73,Chris Gatling,MIA,34.0,89.04,0.098
74,Chris Mihm,CLE,22.0,92.48,0.048
75,Chris Mills,GSW,32.0,94.12,0.086
76,Chris Webber,SAC,29.0,98.46,0.158
77,Chris Whitney,WAS,30.0,91.58,0.098
78,Christian Laettner,WAS,32.0,91.73,0.102
79,Chucky Atkins,DET,27.0,92.92,0.094
80,Chucky Brown,SAC,34.0,102.15,0.087
81,Clar. Weatherspoon,NYK,31.0,92.43,0.092
82,Clifford Robinson,DET,35.0,92.76,0.086
83,Corey Maggette,LAC,22.0,93.78,0.086
84,Corie Blount,PHI,33.0,91.21,0.068
85,Corliss Williamson,DET,28.0,92.19,0.129
86,Courtney Alexander,WAS,25.0,92.21,0.086
87,Cuttino Mobley,HOU,26.0,91.05,0.1
88,Dale Davis,POR,33.0,91.39,0.108
89,Dalibor Bagaric,CHI,21.0,92.3,0.039
90,Damon Jones,DET,25.0,91.9,0.083
91,Damon Stoudamire,POR,28.0,91.64,0.102
92,Damone Brown,PHI,23.0,101.14,-0.024
93,Dan Langhi,HOU,24.0,90.4,0.056
94,Dan Majerle,PHX,36.0,93.89,0.07
95,Dana Barros,DET,35.0,92.25,0.08
96,Daniel Santiago,PHX,26.0,95.89,0.125
97,Danny Ferry,SAS,35.0,91.37,0.081
98,Danny Fortson,GSW,26.0,98.42,0.121
99,Danny Manning,DAL,36.0,95.67,0.068
100,Darius Miles,LAC,20.0,93.3,0.102
101,Darrell Armstrong,ORL,34.0,96.2,0.11
102,Darrick Martin,DAL,31.0,95.9,-0.135
103,Darvin Ham,MIL,28.0,93.72,0.044
104,David Robinson,SAS,36.0,91.97,0.14
105,David Wesley,CHH,31.0,93.17,0.067
106,DeSagana Diop,CLE,20.0,96.86,-0.004
107,DeShawn Stevenson,UTA,21.0,92.64,0.054
108,Dean Garrett,GSW,35.0,98.89,0.032
109,Dean Oliver,GSW,23.0,100.41,0.035
110,Dee Brown,ORL,33.0,98.94,-0.018
111,Dell Curry,TOR,38.0,91.51,0.085
112,DerMarr Johnson,ATL,22.0,95.06,0.067
113,Derek Anderson,POR,27.0,92.09,0.104
114,Derek Fisher,LAL,27.0,95.19,0.09
115,Derrick Coleman,PHI,35.0,90.49,0.116
116,Derrick Dial,TOR,26.0,90.5,0.108
117,Derrick McKey,PHI,35.0,89.4,0.057
118,Desmond Mason,SEA,24.0,91.66,0.09
119,Devean George,LAL,24.0,94.27,0.085
120,Dickey Simpkins,ATL,30.0,104.1,0.077
121,Dikembe Mutombo,PHI,36.0,90.53,0.124
122,Dion Glover,ATL,23.0,95.87,0.083
123,Dirk Nowitzki,DAL,24.0,95.54,0.159
124,Don Reid,ORL,28.0,98.61,0.037
125,Donnell Harvey,DEN,21.0,93.49,0.098
126,Donny Marshall,NJN,29.0,89.78,0.043
127,Donyell Marshall,UTA,29.0,93.91,0.137
128,Doug Christie,SAC,32.0,98.35,0.099
129,Doug Overton,LAC,32.0,92.4,0.031
130,Earl Boykins,LAC,26.0,92.49,0.09
131,Earl Watson,SEA,23.0,90.41,0.072
132,Eddie Gill,MEM,23.0,89.15,0.065
133,Eddie Griffin,HOU,20.0,90.75,0.089
134,Eddie House,MIA,24.0,89.8,0.086
135,Eddie Jones,MIA,30.0,89.73,0.127
136,Eddie Robinson,CHI,26.0,94.18,0.08
137,Eddy Curry,CHI,19.0,93.74,0.075
138,Eduardo Najera,DAL,25.0,95.23,0.082
139,Elden Campbell,CHH,33.0,91.81,0.126
140,Eldridge Recasner,LAC,34.0,92.15,0.021
141,Elliot Perry,MEM,33.0,89.57,0.051
142,Elton Brand,LAC,23.0,92.37,0.151
143,Emanual Davis,ATL,33.0,94.92,0.039
144,Eric Montross,TOR,30.0,90.75,0.032
145,Eric Piatkowski,LAC,31.0,93.71,0.085
146,Eric Snow,PHI,29.0,91.34,0.11
147,Eric Williams,BOS,29.0,95.62,0.052
148,Erick Barkley,POR,24.0,90.76,0.059
149,Erick Dampier,GSW,26.0,97.17,0.054
150,Erick Strickland,BOS,28.0,95.8,0.095
151,Ernest Brown,MIA,23.0,88.52,-0.117
152,Ervin Johnson,MIL,34.0,90.52,0.057
153,Etan Thomas,WAS,24.0,91.67,0.104
154,Evan Eschmeyer,DAL,27.0,93.84,0.048
155,Felipe Lopez,MIN,27.0,93.22,0.038
156,Felton Spencer,NYK,34.0,93.18,-0.055
157,Fred Hoiberg,CHI,29.0,92.0,0.102
158,Gary Payton,SEA,33.0,92.24,0.16
159,Gary Trent,MIN,27.0,91.91,0.088
160,George Lynch,CHH,31.0,92.35,0.067
161,George McCloud,DEN,35.0,93.83,0.066
162,Gerald Wallace,SAC,19.0,100.65,0.069
163,Gilbert Arenas,GSW,20.0,100.15,0.104
164,Glen Rice,HOU,35.0,89.94,0.049
165,Glenn Robinson,MIL,29.0,93.41,0.124
166,Grant Hill,ORL,29.0,96.77,0.129
167,Grant Long,MEM,36.0,93.66,0.059
168,Greg Anthony,MIL,34.0,93.51,0.089
169,Greg Buckner,DAL,25.0,95.38,0.069
170,Greg Foster,MIL,33.0,99.74,0.045
171,Greg Ostertag,UTA,29.0,91.05,0.071
172,Hakeem Olajuwon,TOR,39.0,91.82,0.101
173,Hanno Mottola,ATL,25.0,93.94,0.05
174,Harold Jamison,LAC,25.0,94.1,0.067
175,Hedo Turkoglu,SAC,23.0,97.01,0.099
176,Horace Grant,ORL,36.0,94.64,0.095
177,Howard Eisley,NYK,29.0,90.67,0.069
178,Hubert Davis,WAS,32.0,90.55,0.077
179,Ike Austin,MEM,32.0,96.23,0.059
180,Ike Fontaine,MEM,27.0,92.28,-0.014
181,Ira Bowman,PHI,29.0,91.66,0.154
182,Ira Newble,ATL,27.0,93.81,0.074
183,Isaiah Rider,DEN,31.0,92.11,0.123
184,Jabari Smith,PHI,25.0,101.66,0.059
185,Jacque Vaughn,ATL,27.0,93.35,0.097
186,Jahidi White,WAS,26.0,90.81,0.089
187,Jake Tsakalidis,PHX,23.0,93.72,0.066
188,Jake Voskuhl,PHX,24.0,93.28,0.083
189,Jalen Rose,CHI,29.0,94.78,0.113
190,Jamaal Magloire,CHH,24.0,92.22,0.131
191,Jamaal Tinsley,IND,24.0,96.18,0.095
192,Jamal Crawford,CHI,22.0,93.52,0.098
193,Jamal Mashburn,CHH,29.0,92.42,0.132
194,James Posey,DEN,25.0,93.47,0.084
195,Jamison Brewer,IND,21.0,102.09,0.105
196,Jaren Jackson,ORL,34.0,99.53,0.046
197,Jarron Collins,UTA,23.0,92.41,0.059
198,Jason Caffey,MIL,29.0,90.59,0.053
199,Jason Collier,HOU,24.0,90.25,0.067
200,Jason Collins,NJN,23.0,91.77,0.07
201,Jason Hart,SAS,24.0,86.65,0.096
202,Jason Kidd,NJN,29.0,95.94,0.156
203,Jason Richardson,GSW,21.0,98.47,0.083
204,Jason Terry,ATL,24.0,94.74,0.127
205,Jason Williams,MEM,26.0,94.98,0.108
206,Jeff Foster,IND,25.0,94.23,0.088
207,Jeff McInnis,LAC,27.0,92.82,0.092
208,Jeff Trepagnier,CLE,22.0,101.95,0.055
209,Jelani McCoy,LAL,24.0,93.5,0.061
210,Jermaine Jackson,TOR,26.0,91.14,0.101
211,Jermaine O'Neal,IND,23.0,94.34,0.128
212,Jerome James,SEA,26.0,91.28,0.051
213,Jerome Moiso,CHH,24.0,92.45,0.074
214,Jerome Williams,TOR,29.0,91.12,0.105
215,Jerry Stackhouse,DET,27.0,93.12,0.131
216,Jeryl Sasser,ORL,23.0,95.94,0.027
217,Jim Jackson,MIA,31.0,89.62,0.098
218,Joe Crispin,PHX,22.0,96.23,0.112
219,Joe Johnson,PHX,21.0,93.16,0.082
220,Joe Smith,MIN,26.0,93.55,0.099
221,Joel Przybilla,MIL,22.0,93.98,0.044
222,John Amaechi,UTA,31.0,92.69,0.018
223,John Crotty,UTA,32.0,92.36,0.115
224,John Starks,UTA,36.0,92.79,0.028
225,John Stockton,UTA,40.0,93.29,0.166
226,John Wallace,PHX,28.0,96.28,0.076
227,Johnny Newman,DAL,38.0,97.64,0.033
228,Jon Barry,DET,32.0,92.88,0.134
229,Jonathan Bender,IND,21.0,94.26,0.069
230,Joseph Forte,BOS,21.0,98.93,0.034
231,Jud Buechler,ORL,34.0,94.9,0.057
232,Jumaine Jones,CLE,23.0,92.85,0.091
233,Juwan Howard,DEN,29.0,94.67,0.1
234,Karl Malone,UTA,38.0,93.63,0.163
235,Kedrick Brown,BOS,21.0,95.91,0.078
236,Keith Van Horn,NJN,26.0,95.81,0.117
237,Kelvin Cato,HOU,27.0,91.15,0.091
238,Kendall Gill,MIA,34.0,90.84,0.053
239,Kenny Anderson,BOS,31.0,94.46,0.096
240,Kenny Satterfield,DEN,21.0,92.91,0.084
241,Kenny Thomas,HOU,24.0,90.83,0.105
242,Kenyon Martin,NJN,24.0,95.69,0.088
243,Keon Clark,TOR,27.0,91.09,0.115
244,Kerry Kittles,NJN,28.0,95.78,0.108
245,Kevin Garnett,MIN,26.0,93.02,0.176
246,Kevin Ollie,IND,29.0,92.07,0.107
247,Kevin Willis,HOU,39.0,89.76,0.111
248,Keyon Dooling,LAC,22.0,97.31,0.025
249,Kirk Haston,CHH,23.0,101.31,0.021
250,Kobe Bryant,LAL,23.0,94.87,0.156
251,Kurt Thomas,NYK,29.0,92.94,0.107
252,Kwame Brown,WAS,20.0,92.7,0.071
253,LaPhonso Ellis,MIA,32.0,89.36,0.056
254,Lamar Odom,LAC,22.0,93.03,0.109
255,Lamond Murray,CLE,29.0,93.04,0.107
256,Larry Hughes,GSW,23.0,98.66,0.098
257,Larry Robinson,NYK,34.0,98.88,0.02
258,Latrell Sprewell,NYK,31.0,92.45,0.091
259,Lavor Postell,NYK,24.0,91.96,0.08
260,Lawrence Funderburke,SAC,31.0,96.4,0.1
261,Lee Nailon,CHH,27.0,92.82,0.091
262,Leon Smith,ATL,21.0,94.13,0.093
263,Lindsey Hunter,LAL,31.0,94.42,0.058
264,Loren Woods,MIN,24.0,92.62,0.055
265,Lorenzen Wright,MEM,26.0,93.35,0.106
266,Lucious Harris,NJN,31.0,92.59,0.132
267,Malik Allen,MIA,24.0,91.83,0.104
268,Malik Rose,SAS,27.0,92.69,0.112
269,Mamadou N'diaye,TOR,27.0,86.21,0.152
270,Marc Jackson,MIN,27.0,93.05,0.068
271,Marcus Camby,NYK,28.0,92.57,0.108
272,Marcus Fizer,CHI,23.0,92.35,0.097
273,Mark Blount,BOS,26.0,94.09,0.05
274,Mark Bryant,SAS,37.0,94.01,0.048
275,Mark Jackson,NYK,37.0,93.15,0.121
276,Mark Madsen,LAL,26.0,94.19,0.059
277,Mark Pope,MIL,29.0,94.74,0.039
278,Mark Strickland,ATL,31.0,94.62,0.073
279,Mateen Cleaves,SAC,24.0,102.75,0.063
280,Matt Bullard,CHH,35.0,93.0,0.047
281,Matt Geiger,PHI,32.0,87.86,-0.043
282,Matt Harpring,PHI,26.0,91.24,0.1
283,Maurice Evans,MIN,23.0,106.15,0.041
284,Mengke Bateer,DEN,26.0,93.44,0.034
285,Metta World Peace,IND,22.0,94.06,0.097
286,Michael Bradley,TOR,23.0,92.97,0.065
287,Michael Curry,DET,33.0,91.69,0.039
288,Michael Dickerson,MEM,27.0,101.02,0.026
289,Michael Doleac,CLE,25.0,93.33,0.055
290,Michael Finley,DAL,29.0,94.76,0.109
291,Michael Jordan,WAS,39.0,90.79,0.143
292,Michael Olowokandi,LAC,27.0,91.92,0.092
293,Michael Redd,MIL,22.0,92.23,0.13
294,Michael Ruffin,PHI,25.0,92.06,0.024
295,Michael Stewart,TOR,27.0,86.55,0.017
296,Mike Bibby,SAC,24.0,99.44,0.097
297,Mike James,MIA,27.0,90.94,0.057
298,Mike Miller,ORL,22.0,96.13,0.095
299,Mike Penberthy,LAL,27.0,105.34,0.212
300,Mikki Moore,DET,26.0,95.55,0.082
301,Milt Palacio,PHX,24.0,92.56,0.067
302,Mitch Richmond,LAL,37.0,94.82,0.084
303,Mitchell Butler,POR,31.0,92.0,0.049
304,Monty Williams,ORL,30.0,95.36,0.099
305,Moochie Norris,HOU,28.0,89.84,0.093
306,Mookie Blaylock,GSW,35.0,93.01,0.096
307,Morris Peterson,TOR,24.0,92.64,0.092
308,Nazr Mohammed,ATL,24.0,94.46,0.084
309,Nick Anderson,MEM,34.0,92.42,0.042
310,Nick Van Exel,DAL,30.0,93.32,0.125
311,Norman Richardson,CHI,24.0,95.66,0.049
312,Obinna Ekezie,LAC,26.0,94.25,0.06
313,Olumide Oyedeji,SEA,21.0,90.6,0.082
314,Oscar Torres,HOU,25.0,90.81,0.063
315,Othella Harrington,NYK,28.0,90.7,0.081
316,P.J. Brown,CHH,32.0,92.3,0.111
317,Pat Garrity,ORL,25.0,95.33,0.071
318,Patrick Ewing,ORL,39.0,94.91,0.097
319,Pau Gasol,MEM,21.0,93.86,0.134
320,Paul Pierce,BOS,24.0,94.82,0.153
321,Peja Stojakovic,SAC,25.0,98.45,0.125
322,Popeye Jones,WAS,32.0,90.52,0.098
323,Predrag Drobnjak,SEA,26.0,90.43,0.076
324,Primoz Brezec,IND,22.0,92.98,0.029
325,Quentin Richardson,LAC,22.0,93.09,0.113
326,Quincy Lewis,UTA,25.0,94.88,0.025
327,Raef LaFrentz,DAL,26.0,93.69,0.101
328,Rafer Alston,MIL,25.0,91.25,0.104
329,Raja Bell,PHI,25.0,92.22,0.054
330,Randy Brown,BOS,34.0,87.96,0.063
331,Randy Livingston,SEA,27.0,89.24,0.081
332,Rashard Lewis,SEA,22.0,92.33,0.121
333,Rasheed Wallace,POR,27.0,91.97,0.13
334,Rasho Nesterovic,MIN,26.0,93.02,0.074
335,Ratko Varda,DET,23.0,106.53,0.043
336,Ray Allen,MIL,26.0,92.64,0.137
337,Reggie Miller,IND,36.0,94.68,0.111
338,Reggie Slater,ATL,31.0,87.96,0.085
339,Richard Hamilton,WAS,24.0,91.76,0.104
340,Richard Jefferson,NJN,22.0,93.1,0.092
341,Rick Brunson,POR,30.0,91.81,0.085
342,Rick Fox,LAL,32.0,95.4,0.077
343,Ricky Davis,CLE,22.0,93.59,0.107
344,Robert Horry,LAL,31.0,94.72,0.108
345,Robert Pack,MIN,33.0,90.74,0.061
346,Robert Traylor,CHH,25.0,93.08,0.071
347,Rod Strickland,MIA,35.0,89.68,0.126
348,Rodney Buford,MEM,24.0,93.33,0.073
349,Rodney Rogers,BOS,31.0,95.53,0.103
350,Rodney White,DET,22.0,96.69,0.077
351,Ron Mercer,IND,26.0,93.5,0.071
352,Ruben Boumtje-Boumtje,POR,24.0,91.03,0.021
353,Ruben Patterson,POR,26.0,91.09,0.111
354,Rusty LaRue,UTA,28.0,92.38,0.068
355,Ryan Bowen,DEN,26.0,93.4,0.066
356,Sam Cassell,MIL,32.0,93.9,0.14
357,Sam Mack,MIA,32.0,92.47,0.004
358,Sam Mitchell,MIN,38.0,94.26,0.055
359,Samaki Walker,LAL,26.0,93.84,0.104
360,Samuel Dalembert,PHI,22.0,97.2,0.081
361,Scot Pollard,SAC,27.0,96.45,0.102
362,Scott Padgett,UTA,26.0,92.18,0.109
363,Scott Williams,DEN,34.0,91.93,0.059
364,Scottie Pippen,POR,36.0,93.27,0.102
365,Sean Marks,MIA,26.0,90.89,0.074
366,Sean Rooks,LAC,32.0,92.78,0.038
367,Shammond Williams,SEA,27.0,90.09,0.102
368,Shandon Anderson,NYK,28.0,91.4,0.064
369,Shane Battier,MEM,23.0,93.46,0.083
370,Shaquille O'Neal,LAL,30.0,94.64,0.192
371,Shareef Abdur-Rahim,ATL,25.0,94.3,0.139
372,Shawn Bradley,DAL,30.0,93.1,0.081
373,Shawn Kemp,POR,32.0,92.22,0.072
374,Shawn Marion,PHX,24.0,94.44,0.143
375,Shawnelle Scott,DEN,30.0,94.44,0.077
376,Slava Medvedenko,LAL,23.0,95.72,0.084
377,Speedy Claxton,PHI,24.0,91.46,0.088
378,Stacey Augmon,CHH,33.0,91.47,0.089
379,Stephen Jackson,SAS,24.0,95.54,0.046
380,Stephon Marbury,PHX,25.0,94.61,0.123
381,Steve Francis,HOU,25.0,91.27,0.127
382,Steve Goodrich,NJN,26.0,89.5,-0.039
383,Steve Kerr,POR,36.0,91.96,0.087
384,Steve Nash,DAL,28.0,95.8,0.136
385,Steven Hunter,ORL,20.0,96.96,0.048
386,Steven Smith,SAS,33.0,92.61,0.088
387,Stromile Swift,MEM,22.0,93.07,0.108
388,Tang Hamilton,MIA,24.0,90.77,0.102
389,Tariq Abdul-Wahad,DAL,27.0,92.88,0.044
390,Terence Morris,HOU,23.0,91.23,0.062
391,Terrell Brandon,MIN,32.0,96.5,0.149
392,Terry Porter,SAS,39.0,93.93,0.114
393,Theo Ratliff,ATL,29.0,95.87,0.073
394,Tierre Brown,HOU,23.0,92.12,0.088
395,Tim Duncan,SAS,26.0,92.12,0.207
396,Tim Hardaway,DEN,35.0,95.54,0.088
397,Tim James,PHI,25.0,90.28,-0.02
398,Tim Thomas,MIL,25.0,91.99,0.083
399,Todd MacCulloch,NJN,26.0,96.79,0.099
400,Tom Gugliotta,PHX,32.0,94.93,0.067
401,Toni Kukoc,ATL,33.0,93.97,0.104
402,Tony Battie,BOS,26.0,94.51,0.093
403,Tony Delk,BOS,28.0,96.02,0.09
404,Tony Massenburg,MEM,34.0,92.03,0.071
405,Tony Parker,SAS,20.0,92.73,0.081
406,Tracy McGrady,ORL,23.0,95.74,0.165
407,Tracy Murray,TOR,30.0,91.47,0.075
408,Trajan Langdon,CLE,26.0,96.1,0.098
409,Travis Best,CHI,29.0,92.8,0.101
410,Travis Knight,NYK,27.0,90.3,0.003
411,Tremaine Fowlkes,LAC,26.0,91.24,0.047
412,Trenton Hassell,CHI,23.0,92.73,0.066
413,Troy Hudson,ORL,26.0,95.96,0.103
414,Troy Murphy,GSW,22.0,95.93,0.063
415,Tyrone Hill,CLE,34.0,93.4,0.071
416,Tyrone Nesby,WAS,26.0,90.54,0.087
417,Tyronn Lue,WAS,25.0,90.71,0.102
418,Tyson Chandler,CHI,19.0,94.5,0.072
419,Victor Alexander,DET,32.0,94.52,0.074
420,Vin Baker,SEA,30.0,91.67,0.074
421,Vince Carter,TOR,25.0,92.25,0.125
422,Vinny Del Negro,PHX,35.0,94.0,0.042
423,Vitaly Potapenko,BOS,27.0,94.6,0.065
424,Vlade Divac,SAC,34.0,98.09,0.113
425,Vladimir Radmanovic,SEA,21.0,92.28,0.084
426,Vladimir Stepania,MIA,26.0,90.12,0.098
427,Vonteego Cummings,PHI,26.0,93.13,0.077
428,Voshon Lenard,DEN,29.0,93.32,0.094
429,Wally Szczerbiak,MIN,25.0,93.48,0.112
430,Walt Williams,HOU,32.0,91.91,0.077
431,Walter McCarty,BOS,28.0,96.31,0.076
432,Wang Zhi-zhi,DAL,24.0,94.92,0.092
433,Wesley Person,CLE,31.0,93.43,0.107
434,Will Solomon,MEM,23.0,92.94,0.05
435,William Avery,MIN,22.0,93.53,0.038
436,Zach Randolph,POR,20.0,93.64,0.097
437,Zeljko Rebraca,DET,30.0,91.54,0.101
438,Zendon Hamilton,DEN,27.0,93.75,0.074
439,Zydrunas Ilgauskas,CLE,27.0,91.36,0.091
