,PLAYER_NAME,TEAM_ABBREVIATION,AGE,PACE,PIE
0,Aaron McKie,LAL,34.0,93.49,0.073
1,Aaron Williams,LAC,35.0,90.7,0.065
2,Adam Morrison,CHA,22.0,95.21,0.051
3,Adonal Foyle,GSW,32.0,101.62,0.072
4,Adrian Griffin,CHI,32.0,93.37,0.079
5,Al Harrington,GSW,27.0,98.75,0.096
6,Al Jefferson,BOS,22.0,92.86,0.139
7,Alan Anderson,CHA,24.0,94.49,0.067
8,Alan Henderson,PHI,34.0,92.87,0.09
9,Alexander Johnson,MEM,24.0,96.31,0.064
10,Allan Ray,BOS,23.0,94.55,0.057
11,Allen Iverson,DEN,32.0,99.4,0.133
12,Alonzo Mourning,MIA,37.0,92.52,0.084
13,Alvin Williams,LAC,32.0,100.85,0.012
14,Amar'e Stoudemire,PHX,24.0,98.61,0.144
15,Amir Johnson,DET,20.0,93.24,0.117
16,Anderson Varejao,CLE,24.0,93.85,0.094
17,Andray Blatche,WAS,20.0,95.81,0.071
18,Andre Barrett,CHI,25.0,100.66,0.088
19,Andre Brown,SEA,26.0,94.06,0.091
20,Andre Iguodala,PHI,23.0,92.95,0.13
21,Andre Miller,PHI,31.0,95.62,0.116
22,Andrea Bargnani,TOR,21.0,95.31,0.077
23,Andreas Glyniadakis,SEA,25.0,94.45,-0.05
24,Andrei Kirilenko,UTA,26.0,94.15,0.092
25,Andres Nocioni,CHI,27.0,96.93,0.122
26,Andrew Bogut,MIL,22.0,94.45,0.11
27,Andrew Bynum,LAL,19.0,95.51,0.097
28,Andris Biedrins,GSW,21.0,100.79,0.105
29,Antawn Jamison,WAS,31.0,97.45,0.116
30,Anthony Carter,DEN,32.0,101.66,0.045
31,Anthony Johnson,ATL,32.0,92.8,0.065
32,Anthony Parker,TOR,32.0,94.34,0.096
33,Anthony Roberson,GSW,24.0,102.64,0.062
34,Antoine Walker,MIA,30.0,91.74,0.067
35,Antoine Wright,NJN,23.0,93.04,0.056
36,Antonio Daniels,WAS,32.0,94.8,0.111
37,Antonio McDyess,DET,32.0,89.66,0.123
38,Austin Croshere,DAL,32.0,93.17,0.1
39,Baron Davis,GSW,28.0,101.08,0.141
40,Ben Gordon,CHI,24.0,96.66,0.127
41,Ben Wallace,CHI,32.0,95.85,0.107
42,Beno Udrih,SAS,24.0,91.91,0.072
43,Bernard Robinson,NJN,26.0,95.57,0.062
44,Bo Outlaw,ORL,36.0,91.31,0.073
45,Bobby Jackson,NOK,34.0,92.98,0.101
46,Bobby Jones,PHI,23.0,93.16,0.039
47,Bonzi Wells,HOU,30.0,89.93,0.069
48,Boris Diaw,PHX,25.0,97.46,0.09
49,Bostjan Nachbar,NJN,26.0,94.23,0.104
50,Bracey Wright,MIN,22.0,95.46,0.09
51,Brad Miller,SAC,31.0,97.84,0.103
52,Brandon Bass,NOK,22.0,91.69,0.05
53,Brandon Roy,POR,22.0,91.0,0.121
54,Brendan Haywood,WAS,27.0,96.21,0.078
55,Brent Barry,SAS,35.0,92.83,0.112
56,Brevin Knight,CHA,31.0,95.55,0.111
57,Brian Cardinal,MEM,30.0,93.87,0.122
58,Brian Cook,LAL,26.0,96.05,0.089
59,Brian Scalabrine,BOS,29.0,94.57,0.034
60,Brian Skinner,MIL,31.0,93.97,0.057
61,Bruce Bowen,SAS,36.0,91.66,0.049
62,CJ Miles,UTA,20.0,95.8,-0.004
63,Calvin Booth,WAS,31.0,97.47,0.044
64,Carlos Arroyo,ORL,27.0,91.0,0.111
65,Carlos Boozer,UTA,25.0,95.07,0.181
66,Carlos Delfino,DET,24.0,91.3,0.103
67,Carmelo Anthony,DEN,23.0,100.3,0.134
68,Caron Butler,WAS,27.0,97.76,0.119
69,Cedric Bozeman,ATL,24.0,93.92,-0.022
70,Cedric Simmons,NOK,21.0,93.49,0.033
71,Channing Frye,NYK,24.0,92.43,0.072
72,Charles Hayes,HOU,24.0,93.21,0.089
73,Charlie Bell,MIL,28.0,94.55,0.079
74,Charlie Villanueva,MIL,22.0,95.55,0.101
75,Chauncey Billups,DET,30.0,89.35,0.145
76,Chris Bosh,TOR,23.0,94.33,0.158
77,Chris Duhon,CHI,24.0,95.82,0.095
78,Chris Kaman,LAC,25.0,91.17,0.09
79,Chris McCray,MIL,23.0,92.61,-0.169
80,Chris Paul,NOK,22.0,93.12,0.15
81,Chris Quinn,MIA,23.0,88.83,0.088
82,Chris Webber,DET,34.0,89.65,0.109
83,Chris Wilcox,SEA,24.0,94.77,0.103
84,Chucky Atkins,MEM,32.0,96.38,0.109
85,Clifford Robinson,NJN,40.0,92.74,0.033
86,Corey Maggette,LAC,27.0,94.04,0.13
87,Corliss Williamson,SAC,33.0,95.27,0.082
88,Craig Smith,MIN,23.0,93.05,0.101
89,Cuttino Mobley,LAC,31.0,93.39,0.084
90,DJ Mbenga,DAL,26.0,91.52,0.017
91,Dahntay Jones,MEM,26.0,94.29,0.047
92,Dajuan Wagner,GSW,24.0,94.25,0.069
93,Dale Davis,DET,38.0,89.91,0.079
94,Damien Wilkins,SEA,27.0,94.37,0.079
95,Damir Markota,MIL,21.0,93.21,0.02
96,Damon Jones,CLE,30.0,95.28,0.07
97,Damon Stoudamire,MEM,33.0,95.22,0.087
98,Dan Dickau,POR,28.0,90.92,0.08
99,Dan Gadzuric,MIL,29.0,94.68,0.058
100,Daniel Ewing,LAC,24.0,90.36,0.076
101,Daniel Gibson,CLE,21.0,91.8,0.058
102,Danny Fortson,SEA,31.0,91.62,0.016
103,Danny Granger,IND,24.0,95.16,0.09
104,Darius Songaila,WAS,29.0,95.14,0.084
105,Darko Milicic,ORL,22.0,91.91,0.088
106,Darrell Armstrong,IND,39.0,95.26,0.112
107,Darrick Martin,TOR,36.0,96.74,0.071
108,David Harrison,IND,24.0,99.7,0.026
109,David Lee,NYK,24.0,94.55,0.157
110,David Noel,MIL,23.0,94.6,0.053
111,David Wesley,CLE,36.0,93.97,0.05
112,David West,NOK,26.0,92.84,0.124
113,DeSagana Diop,DAL,25.0,91.23,0.057
114,DeShawn Stevenson,WAS,26.0,97.95,0.076
115,Dee Brown,UTA,22.0,94.12,0.061
116,Delonte West,BOS,23.0,94.66,0.099
117,DerMarr Johnson,DEN,27.0,101.85,0.04
118,Derek Anderson,CHA,32.0,93.39,0.089
119,Derek Fisher,UTA,32.0,94.3,0.069
120,Deron Williams,UTA,23.0,94.39,0.124
121,Desmon Farmer,SEA,25.0,102.16,0.09
122,Desmond Mason,NOK,29.0,93.36,0.064
123,Devean George,DAL,29.0,91.52,0.059
124,Devin Brown,NOK,28.0,92.74,0.094
125,Devin Harris,DAL,24.0,92.37,0.103
126,Dijon Thompson,ATL,24.0,91.1,0.076
127,Dikembe Mutombo,HOU,41.0,91.4,0.108
128,Dirk Nowitzki,DAL,29.0,91.69,0.2
129,Donell Taylor,WAS,24.0,92.98,0.079
130,Donyell Marshall,CLE,34.0,96.03,0.113
131,Dorell Wright,MIA,21.0,92.42,0.104
132,Doug Christie,LAC,37.0,89.99,0.023
133,Drew Gooden,CLE,25.0,92.0,0.116
134,Dwayne Jones,CLE,24.0,90.57,-0.012
135,Dwight Howard,ORL,21.0,92.45,0.162
136,Dwyane Wade,MIA,25.0,94.85,0.195
137,Earl Barron,MIA,25.0,90.83,0.029
138,Earl Boykins,MIL,31.0,98.27,0.109
139,Earl Watson,SEA,28.0,94.42,0.091
140,Eddie Griffin,MIN,25.0,96.19,0.044
141,Eddie House,NJN,29.0,95.57,0.097
142,Eddie Jones,MIA,35.0,92.19,0.086
143,Eddy Curry,NYK,24.0,92.42,0.103
144,Eduardo Najera,DEN,30.0,100.22,0.075
145,Elton Brand,LAC,28.0,93.81,0.154
146,Emeka Okafor,CHA,24.0,93.73,0.14
147,Eric Piatkowski,PHX,36.0,89.67,0.044
148,Eric Snow,CLE,34.0,93.14,0.067
149,Eric Williams,CHA,34.0,91.65,0.071
150,Erick Dampier,DAL,31.0,91.34,0.093
151,Ersan Ilyasova,MIL,20.0,94.85,0.065
152,Esteban Batista,ATL,23.0,91.35,0.135
153,Etan Thomas,WAS,29.0,95.41,0.088
154,Fabricio Oberto,SAS,32.0,91.71,0.077
155,Francisco Elson,SAS,31.0,91.84,0.078
156,Francisco Garcia,SAC,25.0,97.66,0.071
157,Fred Jones,POR,28.0,94.45,0.059
158,Gary Payton,MIA,38.0,91.1,0.066
159,Gerald Green,BOS,21.0,94.5,0.07
160,Gerald Wallace,CHA,24.0,94.88,0.133
161,Gilbert Arenas,WAS,25.0,98.52,0.142
162,Gordan Giricek,UTA,30.0,91.89,0.082
163,Grant Hill,ORL,34.0,92.59,0.116
164,Greg Buckner,DAL,30.0,92.5,0.047
165,Hakim Warrick,MEM,24.0,95.47,0.098
166,Hassan Adams,NJN,23.0,94.82,0.076
167,Hedo Turkoglu,ORL,28.0,92.71,0.096
168,Hilton Armstrong,NOK,22.0,90.34,0.073
169,Ike Diogu,IND,23.0,95.26,0.102
170,Ime Udoka,POR,29.0,90.74,0.071
171,Ira Newble,CLE,32.0,94.73,0.08
172,Ivan McFarlin,PHI,25.0,93.55,0.036
173,J.R. Smith,DEN,21.0,100.14,0.092
174,JJ Redick,ORL,23.0,92.94,0.086
175,Jackie Butler,SAS,22.0,90.92,0.064
176,Jacque Vaughn,SAS,32.0,89.98,0.082
177,Jake Tsakalidis,HOU,28.0,90.74,0.053
178,Jake Voskuhl,CHA,29.0,94.59,0.059
179,Jalen Rose,PHX,34.0,97.36,0.095
180,Jamaal Magloire,POR,29.0,89.52,0.074
181,Jamaal Tinsley,IND,29.0,95.68,0.108
182,Jamal Crawford,NYK,27.0,94.3,0.098
183,Jamal Sampson,DEN,24.0,96.45,0.087
184,Jameer Nelson,ORL,25.0,93.4,0.095
185,James Augustine,ORL,23.0,87.38,0.066
186,James Jones,PHX,26.0,96.54,0.067
187,James Lang,WAS,23.0,89.1,0.0
188,James Posey,MIA,30.0,92.37,0.094
189,James Singleton,LAC,25.0,93.49,0.083
190,James White,SAS,24.0,91.59,0.09
191,Jannero Pargo,NOK,27.0,91.8,0.103
192,Jared Jeffries,NYK,25.0,91.81,0.043
193,Jared Reiner,MIL,25.0,96.49,0.023
194,Jarrett Jack,POR,23.0,90.27,0.103
195,Jarron Collins,UTA,28.0,93.24,0.045
196,Jarvis Hayes,WAS,25.0,95.58,0.064
197,Jason Collins,NJN,28.0,92.49,0.006
198,Jason Hart,LAC,29.0,93.49,0.084
199,Jason Kapono,MIA,26.0,92.12,0.094
200,Jason Kidd,NJN,34.0,93.88,0.16
201,Jason Maxiell,DET,24.0,90.29,0.07
202,Jason Richardson,GSW,26.0,101.93,0.097
203,Jason Terry,DAL,29.0,91.35,0.127
