,Unnamed: 0,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,opp_lessthan5ft_FGM,opp_lessthan5ft_FGA,opp_lessthan5ft_FG_PCT,opp_5_9ft_FGM,opp_5_9ft_FGA,opp_5_9ft_FG_PCT,opp_10_14ft_FGM,opp_10_14ft_FGA,opp_10_14ft_FG_PCT,opp_15_19ft_FGM,opp_15_19ft_FGA,opp_15_19ft_FG_PCT,opp_20_24ft_FGM,opp_20_24ft_FGA,opp_20_24ft_FG_PCT,opp_25_29ft_FGM,opp_25_29ft_FGA,opp_25_29ft_FG_PCT,opp_30_34ft_FGM,opp_30_34ft_FGA,opp_30_34ft_FG_PCT,opp_35_39ft_FGM,opp_35_39ft_FGA,opp_35_39ft_FG_PCT,opp_40aboveft_FGM,opp_40aboveft_FGA,opp_40aboveft_FG_PCT,SEASON
10,10,202087,Alonzo Gee,1610612739,CLE,24.0,9.4,14.5,0.649,1.5,4.0,0.389,1.6,3.7,0.427,2.4,6.1,0.392,2.8,6.9,0.403,1.3,3.8,0.337,0.0,0.3,0.0,0.1,0.2,0.5,0.0,0.2,0.125,2010
11,11,2405,Amar'e Stoudemire,1610612752,NYK,28.0,14.8,25.2,0.587,2.7,7.2,0.372,2.0,5.1,0.398,4.5,10.0,0.451,4.7,11.1,0.426,2.0,5.4,0.368,0.0,0.1,0.0,0.0,0.2,0.25,0.0,0.2,0.0,2010
12,12,101161,Amir Johnson,1610612761,TOR,24.0,10.3,17.0,0.605,2.2,4.8,0.455,1.3,3.2,0.408,2.7,6.7,0.403,3.3,8.5,0.382,1.2,3.2,0.384,0.1,0.2,0.333,0.0,0.2,0.0,0.0,0.1,0.0,2010
13,13,2760,Anderson Varejao,1610612739,CLE,28.0,10.3,17.2,0.602,2.3,6.3,0.362,1.6,3.9,0.405,4.5,10.5,0.435,3.9,9.8,0.393,2.8,6.4,0.432,0.0,0.1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,2010
14,14,101154,Andray Blatche,1610612764,WAS,24.0,13.8,21.6,0.637,1.9,6.0,0.322,1.7,4.1,0.407,4.2,10.3,0.405,3.7,8.8,0.419,2.0,6.0,0.334,0.0,0.1,0.0,0.0,0.1,0.333,0.0,0.1,0.25,2010
15,15,2738,Andre Iguodala,1610612755,PHI,27.0,12.4,21.4,0.579,2.6,6.8,0.379,2.0,5.3,0.387,5.0,12.4,0.401,3.3,8.0,0.406,2.3,7.1,0.324,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.2,0.0,2010
16,16,1889,Andre Miller,1610612757,POR,35.0,10.5,17.8,0.59,2.3,5.7,0.398,1.5,3.8,0.405,3.9,8.6,0.458,4.6,12.1,0.38,1.3,3.5,0.357,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2010
17,17,200745,Andrea Bargnani,1610612761,TOR,25.0,15.6,25.1,0.623,2.7,6.3,0.434,1.7,4.3,0.389,3.9,9.2,0.419,4.5,11.5,0.391,1.5,3.9,0.392,0.1,0.2,0.25,0.0,0.1,0.0,0.0,0.3,0.0,2010
18,18,1905,Andrei Kirilenko,1610612762,UTA,30.0,11.0,18.7,0.586,2.2,6.0,0.371,1.6,4.1,0.393,3.2,7.3,0.444,5.0,12.6,0.4,1.1,3.5,0.315,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2010
19,19,2804,Andres Nocioni,1610612755,PHI,31.0,6.4,10.3,0.619,1.1,3.0,0.366,0.9,2.2,0.402,2.6,6.0,0.429,1.6,4.2,0.376,1.2,3.6,0.337,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.3,0.0,2010
20,20,101106,Andrew Bogut,1610612749,MIL,26.0,10.5,19.3,0.544,2.5,6.0,0.414,2.7,6.5,0.416,4.8,12.1,0.397,2.7,7.5,0.357,1.9,5.6,0.335,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.2,0.0,2010
21,21,101115,Andrew Bynum,1610612747,LAL,23.0,8.7,15.5,0.563,1.4,4.6,0.305,1.8,4.5,0.411,4.3,9.7,0.445,2.9,8.2,0.351,1.6,5.1,0.318,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.1,0.25,2010
22,22,2740,Andris Biedrins,1610612744,GSW,25.0,9.4,14.7,0.64,1.9,4.7,0.412,1.3,3.4,0.385,3.2,7.2,0.44,2.7,6.1,0.434,1.7,4.6,0.368,0.1,0.1,1.0,0.0,0.0,0.0,0.0,0.1,0.0,2010
23,23,202360,Andy Rautins,1610612752,NYK,24.0,1.6,2.8,0.571,0.5,1.3,0.4,0.5,0.8,0.667,0.5,1.8,0.286,0.4,1.0,0.4,0.4,1.4,0.286,,,,0.0,0.0,0.0,,,,2010
24,24,1712,Antawn Jamison,1610612739,CLE,35.0,11.8,19.0,0.62,2.7,7.1,0.382,1.9,4.2,0.443,3.8,9.1,0.419,4.5,11.1,0.408,2.7,6.3,0.421,0.0,0.1,0.25,0.1,0.2,0.333,0.0,0.2,0.1,2010
25,25,1853,Anthony Carter,1610612752,NYK,36.0,4.3,7.8,0.55,0.8,2.3,0.351,0.8,2.0,0.407,1.9,3.7,0.521,1.9,4.9,0.385,1.0,2.9,0.347,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,2010
26,26,201627,Anthony Morrow,1610612751,NJN,25.0,11.8,19.9,0.595,2.1,5.5,0.384,1.8,4.4,0.408,4.6,10.8,0.427,3.2,8.9,0.362,1.5,4.4,0.335,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,2010
27,27,1515,Anthony Parker,1610612739,CLE,36.0,10.0,16.5,0.603,2.1,6.0,0.354,1.5,4.0,0.384,3.8,8.8,0.432,3.8,9.3,0.41,1.8,4.9,0.374,0.0,0.3,0.125,0.0,0.2,0.0,0.0,0.1,0.0,2010
28,28,201576,Anthony Randolph,1610612750,MIN,21.0,5.8,8.9,0.65,0.9,2.5,0.379,1.1,2.3,0.463,1.9,4.9,0.388,2.3,5.6,0.411,0.9,2.4,0.358,0.0,0.1,0.0,0.1,0.1,1.0,0.0,0.3,0.0,2010
29,29,201229,Anthony Tolliver,1610612750,MIN,26.0,6.7,10.7,0.623,1.5,3.6,0.425,1.2,2.6,0.459,2.6,6.4,0.416,3.3,8.6,0.381,1.2,3.2,0.37,0.0,0.3,0.143,0.1,0.1,0.5,0.0,0.3,0.0,2010
30,30,101120,Antoine Wright,1610612758,SAC,27.0,3.0,4.4,0.682,0.2,1.0,0.2,0.2,0.8,0.25,1.0,2.6,0.385,0.6,1.6,0.375,0.3,0.8,0.333,0.0,0.0,0.0,,,,0.0,0.3,0.0,2010
31,31,1498,Antonio Daniels,1610612755,PHI,36.0,2.5,4.0,0.625,0.3,1.5,0.167,0.3,2.0,0.125,1.3,2.8,0.455,1.3,2.5,0.5,0.5,3.0,0.167,,,,,,,0.0,1.0,0.0,2010
32,32,686,Antonio McDyess,1610612759,SAS,36.0,6.0,10.3,0.578,1.8,4.4,0.406,1.3,2.9,0.445,2.6,6.6,0.39,2.3,5.9,0.39,0.7,2.1,0.336,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.3,0.0,2010
33,33,202356,Armon Johnson,1610612757,POR,22.0,2.8,5.3,0.538,0.5,1.4,0.378,0.5,1.0,0.435,0.9,2.1,0.406,0.9,3.0,0.302,0.7,1.7,0.429,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.4,0.0,2010
34,34,201167,Arron Afflalo,1610612743,DEN,25.0,11.8,18.9,0.623,2.6,6.3,0.412,1.7,4.4,0.395,4.5,10.6,0.422,4.4,11.6,0.383,2.3,7.0,0.323,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2010
35,35,201948,Austin Daye,1610612765,DET,23.0,7.4,11.3,0.653,1.2,3.1,0.396,1.0,2.6,0.397,2.5,5.8,0.44,2.0,5.5,0.37,1.4,4.4,0.315,0.1,0.2,0.333,0.0,0.2,0.0,0.0,0.3,0.0,2010
36,36,202340,Avery Bradley,1610612738,BOS,20.0,2.1,3.7,0.574,0.3,0.9,0.294,0.6,1.2,0.5,0.4,1.7,0.244,1.0,2.5,0.407,0.1,0.7,0.083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2010
37,37,1884,Baron Davis,1610612739,CLE,32.0,9.3,15.9,0.584,1.9,5.0,0.392,1.9,4.1,0.462,3.3,7.6,0.434,3.4,9.0,0.376,1.9,5.4,0.347,0.1,0.5,0.125,0.0,0.1,0.0,0.1,0.2,0.375,2010
38,38,2732,Ben Gordon,1610612765,DET,28.0,9.9,15.3,0.646,1.6,4.1,0.393,1.3,3.1,0.402,3.1,7.3,0.421,2.7,6.6,0.408,1.8,5.3,0.344,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.3,0.063,2010
39,39,202386,Ben Uzoh,1610612751,NJN,23.0,3.6,6.2,0.583,0.7,2.0,0.343,0.8,1.9,0.444,1.4,3.2,0.451,1.5,3.8,0.403,0.7,2.4,0.28,0.1,0.4,0.333,0.0,0.0,0.0,0.0,0.2,0.0,2010
40,40,1112,Ben Wallace,1610612765,DET,36.0,8.1,13.0,0.624,1.5,3.9,0.375,1.2,2.9,0.405,3.2,7.0,0.463,2.5,6.2,0.396,1.6,4.2,0.374,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.25,2010
41,41,2757,Beno Udrih,1610612758,SAC,28.0,12.9,20.3,0.636,2.9,7.8,0.374,2.1,4.8,0.435,4.5,10.6,0.419,4.1,10.4,0.398,1.6,4.8,0.329,0.0,0.2,0.25,0.0,0.2,0.0,0.0,0.1,0.0,2010
42,42,201933,Blake Griffin,1610612746,LAC,22.0,13.5,22.3,0.604,2.6,6.5,0.391,2.3,5.4,0.43,4.5,11.4,0.396,3.9,10.7,0.368,2.6,7.3,0.349,0.0,0.2,0.167,0.0,0.3,0.0,0.0,0.2,0.118,2010
43,43,2250,Bobby Simmons,1610612759,SAS,31.0,1.0,3.5,0.286,0.5,1.0,0.5,0.0,0.0,0.0,1.5,2.5,0.6,1.5,3.5,0.429,1.0,1.5,0.667,,,,,,,,,,2010
44,44,2564,Boris Diaw,1610612766,CHA,29.0,11.9,19.7,0.604,2.4,6.0,0.402,1.6,4.4,0.364,4.2,10.0,0.419,3.2,8.8,0.369,2.6,6.8,0.379,0.0,0.3,0.0,0.0,0.2,0.0,0.0,0.2,0.0,2010
45,45,1802,Brad Miller,1610612745,HOU,35.0,6.1,10.1,0.603,1.7,4.0,0.427,0.9,2.5,0.376,2.5,5.9,0.426,1.8,4.8,0.373,0.8,2.3,0.349,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,2010
46,46,201148,Brandan Wright,1610612751,NJN,23.0,4.3,7.3,0.589,0.7,1.8,0.39,0.4,1.4,0.267,1.1,2.6,0.404,1.6,3.6,0.448,0.7,2.3,0.32,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
47,47,101138,Brandon Bass,1610612753,ORL,26.0,7.7,12.9,0.597,2.1,5.2,0.406,1.6,4.1,0.383,3.2,8.6,0.373,3.1,8.2,0.381,1.2,3.9,0.312,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.1,0.0,2010
48,48,201943,Brandon Jennings,1610612749,MIL,21.0,11.2,19.2,0.583,2.0,5.1,0.398,2.4,5.9,0.403,4.3,11.1,0.388,2.6,7.3,0.354,2.4,6.3,0.373,0.0,0.1,0.333,0.0,0.1,0.0,0.0,0.3,0.133,2010
49,49,200750,Brandon Roy,1610612757,POR,26.0,9.2,15.2,0.604,1.8,4.2,0.427,1.0,3.2,0.322,3.3,6.7,0.489,3.7,10.2,0.365,1.0,3.3,0.293,0.0,0.1,0.0,0.1,0.1,1.0,0.0,0.2,0.0,2010
50,50,201575,Brandon Rush,1610612754,IND,25.0,8.4,14.6,0.574,1.7,4.1,0.404,1.5,4.0,0.38,3.9,9.2,0.425,3.0,7.5,0.395,2.0,5.0,0.401,0.0,0.1,0.0,0.1,0.2,0.25,0.0,0.2,0.1,2010
51,51,2217,Brendan Haywood,1610612742,DAL,31.0,6.5,10.1,0.646,1.4,3.7,0.386,1.2,2.9,0.392,2.0,5.4,0.37,2.3,5.9,0.39,1.0,2.6,0.366,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.3,0.125,2010
52,52,2073,Brian Cardinal,1610612742,DAL,34.0,3.8,5.7,0.661,1.0,2.3,0.437,1.0,2.4,0.421,1.2,3.3,0.367,1.4,3.7,0.383,0.7,2.0,0.341,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.3,0.0,2010
53,53,2567,Brian Cook,1610612746,LAC,30.0,3.3,5.9,0.554,0.8,1.7,0.483,0.4,1.0,0.343,1.4,3.3,0.419,1.6,3.9,0.399,1.2,3.0,0.4,0.0,1.3,0.0,0.0,0.3,0.0,0.0,0.2,0.167,2010
54,54,2243,Brian Scalabrine,1610612741,CHI,33.0,1.9,3.4,0.574,0.4,1.3,0.333,0.4,1.3,0.313,0.7,1.7,0.423,0.6,2.3,0.27,0.4,1.6,0.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2010
55,55,1730,Brian Skinner,1610612749,MIL,35.0,2.0,2.0,1.0,0.5,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.5,0.333,,,,,,,,,,2010
56,56,201572,Brook Lopez,1610612751,NJN,23.0,12.8,21.5,0.596,2.4,6.0,0.406,2.0,4.8,0.416,5.0,11.5,0.433,4.0,10.2,0.395,1.6,4.6,0.34,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,2010
57,57,201957,Byron Mullens,1610612760,OKC,22.0,2.5,3.9,0.647,0.3,1.1,0.308,0.2,1.3,0.176,0.9,2.3,0.4,1.0,2.3,0.435,0.0,0.2,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,2010
58,58,101139,CJ Miles,1610612762,UTA,24.0,7.5,13.0,0.577,1.6,4.6,0.349,1.3,3.2,0.397,2.3,5.9,0.391,3.9,10.0,0.39,0.8,2.5,0.33,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.3,0.0,2010
59,59,201228,CJ Watson,1610612741,CHI,27.0,3.5,6.8,0.522,0.8,2.5,0.325,0.8,1.8,0.438,1.6,3.7,0.418,1.4,4.1,0.327,0.7,2.2,0.318,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2010
60,60,201171,Carl Landry,1610612740,NOH,27.0,9.9,15.3,0.645,2.4,6.0,0.395,1.5,3.4,0.446,3.0,7.5,0.402,3.1,7.7,0.403,1.3,3.9,0.343,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.2,0.0,2010
61,61,2306,Carlos Arroyo,1610612738,BOS,31.0,6.4,11.4,0.562,1.2,3.5,0.353,1.3,3.2,0.387,2.0,5.6,0.363,2.1,5.3,0.399,1.0,3.2,0.297,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2010
62,62,2430,Carlos Boozer,1610612741,CHI,29.0,10.4,17.3,0.603,1.8,5.4,0.345,1.7,4.7,0.362,4.4,10.3,0.432,3.5,9.4,0.374,1.6,5.1,0.319,0.1,0.2,0.5,0.0,0.3,0.0,0.0,0.1,0.167,2010
63,63,2568,Carlos Delfino,1610612749,MIL,28.0,10.3,18.0,0.573,2.1,4.7,0.44,2.4,5.4,0.449,4.6,10.9,0.421,2.3,6.8,0.344,1.9,5.5,0.348,0.1,0.1,0.5,0.0,0.1,0.0,0.1,0.3,0.2,2010
64,64,2546,Carmelo Anthony,1610612752,NYK,27.0,13.3,21.9,0.607,2.6,6.3,0.411,1.9,4.6,0.408,4.2,10.6,0.4,4.6,12.3,0.375,2.2,6.7,0.333,0.0,0.2,0.0,0.0,0.1,0.333,0.0,0.2,0.0,2010
65,65,2406,Caron Butler,1610612742,DAL,31.0,9.8,17.2,0.567,2.3,6.5,0.356,1.6,4.3,0.363,3.0,8.6,0.349,4.5,11.1,0.403,1.0,3.4,0.296,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.2,0.0,2010
66,66,201858,Cartier Martin,1610612764,WAS,26.0,3.5,6.0,0.592,1.0,2.4,0.427,0.7,1.6,0.429,1.1,3.0,0.38,1.5,3.6,0.417,0.7,2.3,0.289,0.0,0.2,0.0,0.1,0.2,0.5,0.0,0.1,0.0,2010
67,67,101112,Channing Frye,1610612756,PHX,28.0,10.6,16.9,0.63,3.1,8.1,0.385,2.1,4.6,0.448,4.8,11.0,0.436,4.8,12.2,0.39,1.8,5.4,0.341,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.0,2010
68,68,101236,Charles Hayes,1610612745,HOU,28.0,10.1,16.0,0.632,2.9,7.8,0.376,1.8,4.4,0.402,4.0,9.1,0.441,3.4,8.6,0.394,1.2,3.7,0.319,0.1,0.4,0.125,0.0,0.1,0.0,0.0,0.2,0.0,2010
69,69,2294,Charlie Bell,1610612744,GSW,32.0,3.5,5.9,0.59,0.6,2.0,0.3,0.4,1.2,0.286,0.9,2.9,0.318,1.5,3.1,0.48,0.8,2.8,0.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2010
70,70,101111,Charlie Villanueva,1610612765,DET,26.0,8.5,13.1,0.652,1.2,3.1,0.38,0.9,2.4,0.372,2.4,5.7,0.43,2.3,5.9,0.393,1.6,4.6,0.334,0.1,0.1,1.0,0.0,0.3,0.0,0.0,0.2,0.0,2010
71,71,201978,Chase Budinger,1610612745,HOU,23.0,8.2,13.4,0.614,2.1,5.5,0.378,1.2,3.1,0.407,3.1,7.4,0.411,2.6,6.8,0.377,0.8,2.8,0.273,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2010
72,72,1497,Chauncey Billups,1610612752,NYK,34.0,12.0,19.4,0.616,2.5,6.1,0.405,1.7,4.4,0.397,3.9,9.9,0.397,4.0,10.6,0.38,1.8,5.7,0.325,0.0,0.2,0.0,0.1,0.2,0.333,0.0,0.2,0.0,2010
73,73,2365,Chris Andersen,1610612743,DEN,32.0,5.3,9.7,0.549,1.2,2.7,0.423,0.8,1.9,0.423,2.2,5.2,0.421,2.0,5.5,0.362,1.4,3.4,0.422,0.1,0.3,0.5,0.1,0.3,0.333,0.0,0.2,0.0,2010
74,74,2547,Chris Bosh,1610612748,MIA,27.0,11.4,21.1,0.54,2.7,6.6,0.413,2.1,5.4,0.39,3.8,10.1,0.381,4.4,11.2,0.394,1.8,6.2,0.293,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,2010
75,75,201604,Chris Douglas-Roberts,1610612749,MIL,24.0,6.5,11.1,0.586,1.8,4.6,0.396,1.3,3.4,0.368,2.7,6.5,0.41,1.6,4.4,0.366,0.8,3.1,0.273,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.3,0.0,2010
76,76,2768,Chris Duhon,1610612753,ORL,28.0,4.3,7.5,0.568,1.4,3.2,0.442,0.9,2.3,0.39,2.3,5.4,0.42,1.8,5.0,0.365,0.9,3.0,0.309,0.1,0.3,0.333,0.0,0.4,0.0,0.0,0.1,0.0,2010
77,77,202419,Chris Johnson,1610612757,POR,25.0,4.5,7.2,0.628,0.6,1.4,0.412,0.1,0.9,0.111,1.0,2.3,0.438,1.4,3.9,0.353,1.6,3.4,0.458,0.0,0.5,0.0,,,,0.0,0.3,0.0,2010
78,78,2549,Chris Kaman,1610612746,LAC,29.0,9.2,16.5,0.558,2.1,4.7,0.447,1.8,4.1,0.447,3.0,8.3,0.362,2.5,7.4,0.332,1.5,4.3,0.346,0.1,0.3,0.5,0.0,0.2,0.0,0.1,0.3,0.25,2010
79,79,101108,Chris Paul,1610612740,NOH,26.0,11.5,18.5,0.622,2.5,6.0,0.411,1.9,4.9,0.396,4.2,10.6,0.398,4.1,10.9,0.38,2.0,5.7,0.344,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2010
80,80,200809,Chris Quinn,1610612759,SAS,27.0,3.2,5.1,0.622,0.9,2.0,0.443,0.4,1.4,0.324,1.2,3.1,0.389,0.8,2.2,0.373,0.6,1.9,0.346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2010
81,81,2404,Chris Wilcox,1610612765,DET,28.0,6.9,10.8,0.639,1.1,2.7,0.413,0.7,1.8,0.4,2.4,5.4,0.444,1.7,4.1,0.423,1.2,3.3,0.366,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.1,0.0,2010
82,82,201963,Christian Eyenga,1610612739,CLE,22.0,8.0,13.5,0.593,2.1,5.3,0.396,1.4,3.3,0.426,2.4,5.9,0.411,2.9,6.5,0.448,1.1,3.1,0.37,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.2,0.143,2010
83,83,202332,Cole Aldrich,1610612760,OKC,22.0,3.8,6.4,0.602,0.6,1.9,0.344,0.4,1.4,0.25,0.9,2.1,0.419,0.5,2.2,0.216,0.2,0.7,0.222,,,,,,,0.0,0.5,0.0,2010
84,84,201147,Corey Brewer,1610612742,DAL,25.0,7.7,12.1,0.638,1.5,4.1,0.36,1.1,3.1,0.346,2.9,6.4,0.45,2.8,8.0,0.345,1.3,3.6,0.353,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.1,0.0,2010
85,85,1894,Corey Maggette,1610612749,MIL,31.0,6.5,11.1,0.582,1.6,3.8,0.434,1.4,3.5,0.396,3.2,7.5,0.422,1.7,4.6,0.377,1.2,3.6,0.336,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2010
86,86,201584,Courtney Lee,1610612745,HOU,25.0,7.9,12.8,0.62,2.0,5.5,0.375,1.1,2.8,0.397,2.9,6.7,0.427,2.3,6.4,0.355,1.0,2.8,0.357,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.2,0.0,2010
87,87,202342,Craig Brackins,1610612755,PHI,23.0,1.7,3.3,0.5,0.3,0.3,1.0,0.7,1.3,0.5,3.3,5.7,0.588,1.0,2.0,0.5,2.0,3.0,0.667,0.0,0.0,0.0,,,,,,,2010
88,88,200783,Craig Smith,1610612746,LAC,27.0,4.1,6.4,0.638,0.8,1.9,0.44,0.9,2.0,0.451,1.4,3.9,0.368,1.7,4.2,0.407,0.6,2.2,0.295,0.0,0.5,0.0,0.0,0.4,0.0,0.0,0.2,0.0,2010
89,89,201571,D.J. Augustin,1610612766,CHA,23.0,12.2,19.9,0.616,2.2,6.0,0.371,1.7,4.5,0.381,4.1,9.6,0.426,3.3,8.7,0.382,2.5,6.8,0.365,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2010
90,90,2788,DJ Mbenga,1610612740,NOH,30.0,2.3,4.1,0.562,0.8,1.7,0.476,0.4,1.0,0.342,0.9,2.6,0.355,0.9,2.6,0.337,0.4,1.8,0.237,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.0,2010
91,91,201591,DJ White,1610612766,CHA,24.0,5.2,8.6,0.603,0.8,2.2,0.337,0.6,1.8,0.309,1.5,3.9,0.388,1.6,4.3,0.376,0.9,3.2,0.289,0.0,0.2,0.0,0.0,0.3,0.0,0.0,0.2,0.0,2010
92,92,201969,DaJuan Summers,1610612765,DET,23.0,4.1,6.1,0.678,0.6,1.6,0.375,0.7,1.7,0.44,1.3,3.2,0.391,1.3,3.4,0.377,0.8,2.6,0.289,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.0,2010
93,93,201161,Daequan Cook,1610612760,OKC,24.0,5.0,8.4,0.595,1.0,2.8,0.342,0.6,1.8,0.351,1.3,3.9,0.347,1.7,4.4,0.388,0.5,1.5,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2010
94,94,2563,Dahntay Jones,1610612754,IND,30.0,4.4,7.3,0.604,1.0,2.1,0.495,0.7,1.9,0.354,1.9,4.7,0.41,1.1,3.1,0.357,0.9,3.0,0.302,0.0,0.1,0.0,0.0,0.4,0.0,0.0,0.1,0.0,2010
