,Unnamed: 0,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,opp_lessthan5ft_FGM,opp_lessthan5ft_FGA,opp_lessthan5ft_FG_PCT,opp_5_9ft_FGM,opp_5_9ft_FGA,opp_5_9ft_FG_PCT,opp_10_14ft_FGM,opp_10_14ft_FGA,opp_10_14ft_FG_PCT,opp_15_19ft_FGM,opp_15_19ft_FGA,opp_15_19ft_FG_PCT,opp_20_24ft_FGM,opp_20_24ft_FGA,opp_20_24ft_FG_PCT,opp_25_29ft_FGM,opp_25_29ft_FGA,opp_25_29ft_FG_PCT,opp_30_34ft_FGM,opp_30_34ft_FGA,opp_30_34ft_FG_PCT,opp_35_39ft_FGM,opp_35_39ft_FGA,opp_35_39ft_FG_PCT,opp_40aboveft_FGM,opp_40aboveft_FGA,opp_40aboveft_FG_PCT,SEASON
0,0,2062,A.J. Guyton,1610612744,GSW,25.0,0.5,0.5,1.0,1.0,2.0,0.5,0.0,2.0,0.0,4.0,6.0,0.667,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,2002
1,1,243,Aaron McKie,1610612755,PHI,30.0,8.4,14.8,0.57,2.3,5.4,0.42,2.5,6.4,0.386,3.7,9.0,0.406,2.5,6.3,0.398,1.9,5.7,0.34,0.1,0.9,0.083,0.0,0.6,0.0,0.1,0.7,0.083,2002
2,2,1425,Aaron Williams,1610612751,NJN,31.0,6.0,10.8,0.551,1.1,3.4,0.32,1.0,3.1,0.331,2.6,6.8,0.377,2.2,5.9,0.369,0.8,2.2,0.364,0.1,0.6,0.25,,,,0.0,0.5,0.0,2002
3,3,2492,Adam Harrington,1610612743,DEN,22.0,1.8,2.8,0.642,0.7,1.9,0.348,0.6,0.9,0.615,1.0,2.7,0.371,0.8,1.9,0.419,0.7,1.7,0.417,,,,,,,0.0,0.5,0.0,2002
4,4,1502,Adonal Foyle,1610612744,GSW,28.0,7.5,14.1,0.534,1.9,5.4,0.353,1.5,4.0,0.389,2.8,7.6,0.369,2.4,5.6,0.431,1.0,2.9,0.347,0.0,0.3,0.0,0.5,1.0,0.5,0.1,0.7,0.091,2002
5,5,1559,Adrian Griffin,1610612742,DAL,28.0,6.2,10.8,0.571,1.4,3.6,0.381,1.3,3.4,0.372,2.2,5.5,0.405,2.4,6.4,0.373,0.6,1.9,0.304,0.0,0.5,0.0,0.5,1.0,0.5,0.0,0.8,0.0,2002
6,6,1733,Al Harrington,1610612754,IND,23.0,9.5,16.8,0.564,2.0,5.1,0.381,2.2,5.6,0.386,3.5,9.6,0.361,2.7,7.4,0.365,1.7,4.8,0.344,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2002
7,7,673,Alan Henderson,1610612737,ATL,30.0,6.0,10.4,0.579,1.4,3.7,0.369,1.2,3.3,0.356,2.2,5.9,0.368,1.7,4.6,0.373,1.2,3.1,0.38,0.0,0.7,0.0,0.0,0.5,0.0,0.0,0.6,0.056,2002
8,8,275,Allan Houston,1610612752,NYK,32.0,13.1,20.9,0.626,3.3,8.1,0.406,3.0,7.5,0.401,4.4,11.9,0.368,3.6,9.8,0.368,1.2,3.7,0.31,0.1,0.5,0.25,0.1,0.3,0.333,0.0,0.6,0.0,2002
9,9,947,Allen Iverson,1610612755,PHI,28.0,13.0,22.1,0.589,3.3,7.8,0.426,3.4,9.1,0.374,5.1,12.7,0.402,3.3,8.3,0.395,3.0,8.0,0.375,0.1,0.8,0.071,0.0,0.5,0.0,0.0,0.7,0.056,2002
10,10,2228,Alton Ford,1610612756,PHX,22.0,0.7,1.5,0.5,0.4,1.0,0.4,0.3,1.3,0.2,0.2,1.0,0.222,0.4,1.3,0.333,0.6,0.8,0.75,,,,,,,,,,2002
11,11,1541,Alvin Williams,1610612761,TOR,28.0,11.6,20.0,0.582,3.8,8.5,0.447,2.6,7.0,0.365,4.0,9.7,0.415,2.9,7.3,0.399,1.6,3.6,0.433,0.0,0.7,0.0,0.0,1.0,0.0,0.1,0.5,0.2,2002
12,12,1043,Amal McCaskill,1610612737,ATL,29.0,2.5,4.3,0.574,0.4,1.6,0.231,0.3,1.5,0.222,1.0,2.5,0.4,0.6,2.0,0.313,0.7,1.6,0.455,,,,,,,0.0,0.0,0.0,2002
13,13,2405,Amar'e Stoudemire,1610612756,PHX,20.0,11.1,18.6,0.595,1.9,4.8,0.386,2.0,5.4,0.367,4.3,10.8,0.397,3.5,10.0,0.346,1.1,3.9,0.292,0.0,0.4,0.0,0.0,0.5,0.0,0.0,0.4,0.0,2002
14,14,1889,Andre Miller,1610612746,LAC,27.0,11.3,19.4,0.58,3.5,8.9,0.391,3.4,7.8,0.433,4.8,11.7,0.405,3.9,9.6,0.401,2.0,5.8,0.343,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2002
15,15,1905,Andrei Kirilenko,1610612762,UTA,22.0,8.3,14.9,0.556,1.7,4.7,0.363,1.3,3.6,0.363,3.0,7.7,0.392,3.7,10.0,0.366,0.9,2.6,0.353,0.1,0.9,0.167,0.2,1.0,0.2,0.0,0.7,0.0,2002
16,16,692,Andrew DeClercq,1610612753,ORL,30.0,5.2,8.6,0.603,1.2,3.0,0.393,1.3,3.3,0.4,2.4,6.5,0.364,1.7,4.4,0.393,0.6,2.2,0.274,0.2,0.6,0.333,0.0,0.8,0.0,0.0,0.7,0.0,2002
17,17,358,Anfernee Hardaway,1610612756,PHX,31.0,10.3,17.3,0.597,1.7,4.7,0.356,1.9,5.2,0.355,4.4,11.1,0.396,3.2,9.1,0.35,1.2,3.8,0.305,0.2,0.6,0.333,0.0,1.0,0.0,0.0,0.5,0.0,2002
18,18,1738,Ansu Sesay,1610612760,SEA,26.0,2.6,5.1,0.509,0.7,2.1,0.333,0.5,1.6,0.333,1.5,3.9,0.373,1.0,2.9,0.339,0.6,2.3,0.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,2002
19,19,1712,Antawn Jamison,1610612744,GSW,27.0,14.3,24.5,0.582,3.4,9.5,0.359,3.3,7.8,0.427,5.7,14.6,0.391,4.2,10.1,0.418,1.8,5.0,0.352,0.1,0.3,0.5,0.3,0.8,0.333,0.0,0.5,0.083,2002
20,20,1853,Anthony Carter,1610612748,MIA,28.0,5.1,8.7,0.589,1.8,4.5,0.402,1.4,3.8,0.363,2.6,6.1,0.425,2.5,5.6,0.443,0.8,2.4,0.333,0.3,0.8,0.333,0.0,0.0,0.0,0.0,0.5,0.0,2002
21,21,924,Anthony Goldwire,1610612764,WAS,31.0,2.4,3.7,0.655,0.8,1.9,0.435,0.1,0.5,0.2,1.4,3.3,0.417,0.4,2.4,0.172,0.0,0.4,0.0,,,,1.0,1.0,1.0,0.0,1.0,0.0,2002
22,22,1533,Anthony Johnson,1610612751,NJN,28.0,3.6,6.5,0.559,0.6,2.0,0.315,0.8,2.5,0.322,1.7,4.9,0.352,1.1,3.4,0.333,0.6,1.8,0.354,0.4,0.8,0.5,0.0,1.0,0.0,0.0,0.8,0.0,2002
23,23,193,Anthony Mason,1610612749,MIL,36.0,10.6,18.1,0.586,2.6,5.4,0.472,3.3,8.0,0.42,4.1,10.2,0.404,2.9,7.4,0.395,2.1,5.4,0.396,0.0,0.3,0.0,0.0,0.8,0.0,0.0,0.6,0.0,2002
24,24,324,Anthony Peeler,1610612750,MIN,33.0,8.7,14.5,0.597,2.3,5.4,0.422,1.6,4.7,0.338,4.1,10.0,0.405,3.2,8.7,0.367,1.3,4.3,0.308,0.1,0.5,0.25,0.2,0.5,0.333,0.0,0.8,0.0,2002
25,25,2541,Antoine Rigaudeau,1610612742,DAL,31.0,3.8,5.8,0.656,0.7,1.0,0.7,0.7,1.7,0.412,0.3,1.8,0.15,1.0,2.8,0.357,0.4,0.8,0.5,0.0,1.0,0.0,,,,0.0,1.0,0.0,2002
26,26,952,Antoine Walker,1610612738,BOS,26.0,11.8,20.3,0.581,2.1,5.7,0.365,2.6,7.4,0.353,6.3,15.1,0.418,5.2,13.5,0.386,1.8,5.5,0.32,0.1,0.2,0.5,0.2,0.4,0.5,0.0,0.5,0.0,2002
27,27,1498,Antonio Daniels,1610612757,POR,28.0,4.5,7.4,0.608,0.7,1.9,0.374,0.8,2.1,0.41,1.6,4.1,0.379,1.9,5.0,0.37,0.7,2.2,0.326,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,2002
28,28,213,Antonio Davis,1610612761,TOR,34.0,11.7,20.8,0.56,4.0,9.3,0.436,2.8,7.5,0.376,4.1,10.5,0.389,3.3,8.1,0.407,1.5,3.9,0.388,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,2002
29,29,176,Antonio Harvey,1610612737,ATL,32.0,3.0,5.3,0.571,1.5,2.5,0.6,0.8,2.5,0.3,0.0,2.0,0.0,0.3,1.3,0.2,0.0,1.0,0.0,,,,,,,,,,2002
30,30,1609,Art Long,1610612761,TOR,30.0,2.3,3.7,0.629,0.4,2.0,0.214,0.7,1.7,0.378,0.9,2.5,0.349,1.1,2.8,0.393,0.9,2.3,0.405,0.0,0.5,0.0,,,,0.0,0.6,0.0,2002
31,31,717,Arvydas Sabonis,1610612757,POR,38.0,4.7,7.9,0.596,0.8,2.3,0.343,0.9,2.2,0.414,2.0,4.9,0.406,2.2,6.1,0.355,0.7,2.0,0.343,0.0,1.0,0.0,0.0,0.8,0.0,0.0,0.5,0.0,2002
32,32,1506,Austin Croshere,1610612754,IND,28.0,4.0,7.6,0.53,1.0,2.5,0.405,1.0,2.7,0.393,1.6,4.0,0.409,1.1,3.2,0.329,0.7,2.4,0.275,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.2,0.0,2002
33,33,422,Avery Johnson,1610612742,DAL,38.0,3.1,5.6,0.566,0.6,1.7,0.353,0.8,2.2,0.381,1.0,3.0,0.312,1.1,3.2,0.355,0.5,1.3,0.378,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4,0.0,2002
34,34,1884,Baron Davis,1610612740,NOH,24.0,12.2,21.8,0.558,2.6,5.9,0.434,2.9,8.1,0.357,4.8,13.1,0.371,3.5,9.4,0.369,1.1,3.2,0.34,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.7,0.0,2002
35,35,1112,Ben Wallace,1610612765,DET,28.0,10.7,19.8,0.541,2.7,6.8,0.396,3.3,8.1,0.41,6.3,16.3,0.386,2.4,6.1,0.393,1.5,4.9,0.311,0.1,0.6,0.25,0.0,0.7,0.0,0.0,0.6,0.0,2002
36,36,902,Bimbo Coles,1610612738,BOS,35.0,5.9,10.5,0.567,1.4,3.2,0.454,1.6,3.8,0.431,2.7,7.4,0.362,2.1,5.3,0.387,0.6,2.1,0.29,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.7,0.0,2002
37,37,448,Bo Outlaw,1610612756,PHX,32.0,7.1,12.7,0.56,1.2,3.2,0.379,1.4,4.1,0.342,2.9,8.0,0.361,2.5,7.2,0.34,1.0,3.3,0.309,0.0,0.3,0.0,0.0,1.0,0.0,0.1,0.6,0.091,2002
38,38,682,Bob Sura,1610612744,GSW,30.0,7.3,13.1,0.558,2.0,5.2,0.384,1.5,3.9,0.389,2.6,7.3,0.36,2.1,5.0,0.417,1.0,2.9,0.349,0.0,0.3,0.0,0.0,0.5,0.0,0.2,1.0,0.2,2002
39,39,1517,Bobby Jackson,1610612758,SAC,30.0,8.5,14.4,0.591,2.5,7.4,0.344,1.6,4.6,0.337,3.7,10.5,0.358,3.5,9.5,0.371,0.8,3.2,0.262,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.3,0.0,2002
40,40,2250,Bobby Simmons,1610612764,WAS,23.0,2.8,4.5,0.63,0.6,2.4,0.254,1.1,2.4,0.444,1.6,4.5,0.36,1.9,4.1,0.456,1.1,2.1,0.554,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,2002
41,41,1719,Bonzi Wells,1610612757,POR,26.0,10.2,16.8,0.607,2.0,5.2,0.386,2.0,4.9,0.398,4.4,11.0,0.401,4.5,12.1,0.371,1.1,3.4,0.324,0.0,1.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,2002
42,42,2411,Bostjan Nachbar,1610612745,HOU,22.0,1.4,3.0,0.476,0.6,1.3,0.417,0.6,1.6,0.385,0.8,2.4,0.323,0.9,1.9,0.48,0.2,1.1,0.167,,,,,,,,,,2002
43,43,1802,Brad Miller,1610612754,IND,27.0,9.8,17.8,0.546,2.2,5.5,0.395,2.2,6.5,0.347,4.1,10.8,0.375,2.7,7.7,0.354,1.9,5.1,0.379,0.0,0.6,0.0,0.1,0.4,0.25,0.0,0.6,0.0,2002
44,44,2220,Brandon Armstrong,1610612751,NJN,23.0,1.2,2.0,0.588,0.6,1.3,0.438,0.2,1.2,0.167,0.6,2.0,0.3,0.5,1.0,0.462,0.0,0.3,0.0,,,,,,,0.0,1.0,0.0,2002
45,45,1585,Brandon Williams,1610612737,ATL,28.0,0.5,1.2,0.429,0.0,0.3,0.0,0.0,1.0,0.0,0.4,1.8,0.222,0.8,1.0,0.8,0.5,0.8,0.667,,,,,,,,,,2002
