,SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
0,21964,76375,Wilt Chamberlain,SFW,San Francisco Warriors,0026400083,1964-11-26,SFW @ PHL,L,0,27,,,,,,9,20,0.45,,,,,,,,,63,,0
1,21964,76375,Wilt Chamberlain,SFW,San Francisco Warriors,0026400061,1964-11-15,SFW @ CIN,W,0,26,,,,,,10,21,0.476,,,,,,,,,62,,0
2,21964,76375,Wilt Chamberlain,SFW,San Francisco Warriors,0026400129,1964-12-15,SFW @ NYK,W,0,25,,,,,,8,19,0.421,,,,,,,,,58,,0
3,21964,600015,Oscar Robertson,CIN,Cincinnati Royals,0026400139,1964-12-18,CIN vs. LAL,W,0,17,,,,,,22,23,0.957,,,,,,,,,56,,0
4,21964,76375,Wilt Chamberlain,SFW,San Francisco Warriors,0026400094,1964-12-01,SFW vs. BLT,W,0,22,,,,,,12,20,0.6,,,,,,,,,56,,0
5,21964,78497,Jerry West,LAL,Los Angeles Lakers,0026400228,1965-01-29,LAL vs. CIN,W,0,21,,,,,,11,12,0.917,,,,,,,,,53,,0
6,21964,76375,Wilt Chamberlain,SFW,San Francisco Warriors,0026400171,1965-01-03,SFW @ BLT,L,0,24,,,,,,5,8,0.625,,,,,,,,,53,,0
7,21964,76375,Wilt Chamberlain,SFW,San Francisco Warriors,0026400054,1964-11-12,SFW @ DET,L,0,22,,,,,,9,22,0.409,,,,,,,,,53,,0
8,21964,76375,Wilt Chamberlain,SFW,San Francisco Warriors,0026400038,1964-11-06,SFW vs. NYK,W,0,21,,,,,,10,22,0.455,,,,,,,,,52,,0
9,21964,76375,Wilt Chamberlain,PHL,Philadelphia 76ers,0026400343,1965-03-14,PHL @ BLT,L,0,23,,,,,,5,9,0.556,,,,,,,,,51,,0
10,21964,600015,Oscar Robertson,CIN,Cincinnati Royals,0026400250,1965-02-06,CIN @ PHL,L,0,17,,,,,,16,16,1.0,,,,,,,,,50,,0
11,21964,76375,Wilt Chamberlain,SFW,San Francisco Warriors,0026400076,1964-11-22,SFW vs. DET,L,0,21,,,,,,8,21,0.381,,,,,,,,,50,,0
12,21964,76375,Wilt Chamberlain,PHL,Philadelphia 76ers,0026400319,1965-03-05,PHL @ CIN,W,0,17,,,,,,14,25,0.56,,,,,,,,,48,,0
13,21964,600015,Oscar Robertson,CIN,Cincinnati Royals,0026400155,1964-12-27,CIN @ BLT,L,0,13,,,,,,22,26,0.846,,,,,,,,,48,,0
14,21964,78497,Jerry West,LAL,Los Angeles Lakers,0026400289,1965-02-21,LAL vs. BOS,W,0,18,,,,,,11,15,0.733,,,,,,,,,47,,0
15,21964,76127,Elgin Baylor,LAL,Los Angeles Lakers,0026400239,1965-02-02,LAL @ DET,L,0,18,,,,,,11,14,0.786,,,,,,,,,47,,0
16,21964,78497,Jerry West,LAL,Los Angeles Lakers,0026400222,1965-01-26,LAL @ NYK,W,0,18,,,,,,11,14,0.786,,,,,,,,,47,,0
