,PLAYER_NAME,TEAM_ABBREVIATION,AGE,PACE,PIE
66,Charles Oakley,NYK,33.0,89.61,0.123
67,Charles Smith,SAS,31.0,87.47,0.068
68,Charlie Ward,NYK,26.0,89.93,0.091
69,Cherokee Parks,MIN,24.0,90.65,0.067
70,Chris Carr,MIN,23.0,91.18,0.091
71,Chris Childs,NYK,29.0,89.11,0.095
72,Chris Dudley,POR,32.0,88.38,0.082
73,Chris Gatling,NJN,29.0,89.92,0.165
74,Chris Jent,NYK,27.0,101.15,0.028
75,Chris Mills,CLE,27.0,81.97,0.11
76,Chris Morris,UTA,31.0,86.88,0.068
77,Chris Mullin,GSW,33.0,92.61,0.12
78,Chris Robinson,VAN,23.0,87.3,0.049
79,Chris Webber,WAS,24.0,92.38,0.151
80,Chris Whitney,WAS,25.0,90.61,0.121
81,Christian Laettner,ATL,27.0,85.73,0.143
82,Chucky Brown,MIL,29.0,88.97,0.069
83,Clar. Weatherspoon,PHI,26.0,94.8,0.101
84,Clifford Robinson,POR,30.0,90.5,0.083
85,Clifford Rozier,TOR,24.0,90.3,0.081
86,Clyde Drexler,HOU,35.0,92.3,0.135
87,Corie Blount,LAL,28.0,90.7,0.081
88,Corliss Williamson,SAC,23.0,90.67,0.083
89,Cory Alexander,SAS,24.0,88.32,0.09
90,Craig Ehlo,SEA,35.0,88.79,0.05
91,Cuonzo Martin,MIL,25.0,103.36,-0.181
92,Dale Davis,IND,28.0,87.59,0.112
93,Dale Ellis,DEN,36.0,92.29,0.08
94,Damon Stoudamire,TOR,23.0,90.17,0.132
95,Dan Majerle,MIA,31.0,87.0,0.104
96,Dan Schayes,ORL,38.0,85.25,0.062
97,Dana Barros,BOS,30.0,94.81,0.103
98,Danny Ferry,CLE,30.0,81.94,0.082
99,Danny Manning,PHX,31.0,92.02,0.12
100,Darrell Armstrong,ORL,29.0,88.11,0.095
101,Darrick Martin,LAC,26.0,91.61,0.107
102,Darrin Hancock,ATL,25.0,99.4,0.07
103,Darvin Ham,IND,23.0,92.74,0.029
104,David Robinson,SAS,31.0,88.16,0.21
105,David Vaughn,ORL,24.0,89.87,0.077
106,David Wesley,BOS,26.0,95.42,0.112
107,David Wingate,SEA,33.0,89.11,0.053
108,David Wood,MIL,32.0,94.64,0.059
109,Dean Garrett,MIN,30.0,89.7,0.124
110,Dee Brown,BOS,28.0,96.05,0.074
111,Dell Curry,CHH,33.0,87.68,0.101
112,Dell Demps,ORL,27.0,112.34,-0.125
113,Dennis Rodman,CHI,36.0,88.71,0.122
114,Dennis Scott,ORL,28.0,87.85,0.079
115,Derek Fisher,LAL,22.0,92.25,0.081
116,Derek Harper,DAL,35.0,87.66,0.091
117,Derek Strong,ORL,29.0,87.25,0.103
118,Derrick Alston,ATL,24.0,98.54,-0.148
119,Derrick Coleman,PHI,30.0,94.33,0.128
120,Derrick McKey,IND,30.0,87.46,0.076
121,Detlef Schrempf,SEA,34.0,90.29,0.139
122,Devin Gray,SAS,25.0,96.12,-0.006
123,Dexter Boney,PHX,27.0,96.33,0.04
124,Dickey Simpkins,CHI,25.0,91.5,0.041
125,Dikembe Mutombo,ATL,31.0,85.04,0.148
126,Dino Radja,BOS,30.0,92.45,0.101
127,Dominique Wilkins,SAS,37.0,87.78,0.12
128,Don MacLean,PHI,27.0,93.69,0.091
129,Don Reid,DET,23.0,87.08,0.052
130,Donald Royal,CHH,31.0,89.43,0.056
131,Donald Whiteside,TOR,28.0,88.44,0.052
132,Donnie Boyce,ATL,23.0,95.02,0.015
133,Donny Marshall,CLE,24.0,83.31,0.053
134,Dontonio Wingfield,POR,23.0,88.44,0.071
135,Donyell Marshall,GSW,24.0,91.73,0.099
136,Doug Christie,TOR,27.0,90.17,0.105
137,Doug Overton,PHI,27.0,92.73,0.103
138,Doug West,MIN,30.0,89.47,0.048
139,Duane Causwell,SAC,29.0,87.86,0.032
140,Duane Ferrell,IND,32.0,88.7,0.071
141,Dwayne Schintzius,LAC,28.0,89.29,0.025
142,Earl Cureton,TOR,39.0,92.95,0.008
143,Ed O'Bannon,DAL,24.0,91.19,0.052
144,Ed Pinckney,MIA,34.0,85.17,0.08
145,Eddie Johnson,HOU,38.0,90.46,0.093
146,Eddie Jones,LAL,25.0,91.09,0.114
147,Elden Campbell,LAL,28.0,90.36,0.113
148,Eldridge Recasner,ATL,29.0,87.59,0.079
149,Elliot Perry,MIL,28.0,88.64,0.114
150,Elmer Bennett,DEN,27.0,98.73,0.031
151,Elmore Spencer,SEA,27.0,102.94,-0.071
152,Emanual Davis,HOU,28.0,91.42,0.086
153,Ennis Whatley,POR,34.0,88.93,0.057
154,Eric Leckner,VAN,31.0,84.24,0.025
155,Eric Mobley,VAN,27.0,88.39,0.022
156,Eric Montross,NJN,25.0,90.44,0.059
157,Eric Murdock,DEN,29.0,90.71,0.186
158,Eric Piatkowski,LAC,26.0,91.19,0.11
159,Eric Snow,SEA,24.0,90.82,0.091
160,Eric Williams,BOS,24.0,94.86,0.078
161,Erick Dampier,IND,21.0,88.03,0.078
162,Erick Strickland,DAL,23.0,89.26,0.076
163,Ervin Johnson,DEN,29.0,91.22,0.109
164,Evric Gray,NJN,27.0,95.79,-0.004
165,Felton Spencer,GSW,29.0,91.42,0.047
166,Frank Brickowski,BOS,37.0,92.72,0.039
167,Frankie King,PHI,25.0,109.07,0.096
168,Fred Hoiberg,IND,24.0,89.05,0.116
169,Fred Roberts,DAL,36.0,96.03,0.085
170,Gary Grant,MIA,32.0,83.31,0.073
171,Gary Payton,SEA,28.0,89.64,0.154
172,Gary Trent,POR,22.0,90.25,0.118
173,Gaylon Nickerson,WAS,28.0,87.85,0.112
174,George Lynch,VAN,26.0,88.57,0.109
175,George McCloud,LAL,30.0,90.77,0.095
176,George Zidek,DEN,23.0,93.24,0.048
177,Gerald Wilkins,ORL,33.0,87.87,0.071
178,Gheorghe Muresan,WAS,26.0,91.35,0.115
179,Glen Rice,CHH,30.0,87.9,0.125
180,Glenn Robinson,MIL,24.0,88.99,0.118
181,Grant Hill,DET,24.0,83.88,0.196
182,Grant Long,DET,31.0,83.03,0.081
183,Greg Anderson,SAS,33.0,86.53,0.073
184,Greg Anthony,VAN,29.0,88.79,0.12
185,Greg Dreiling,DAL,33.0,86.27,0.038
186,Greg Foster,UTA,28.0,87.54,0.056
187,Greg Graham,SEA,26.0,97.08,0.068
188,Greg Minor,BOS,25.0,92.73,0.098
189,Greg Ostertag,UTA,24.0,89.06,0.102
190,Hakeem Olajuwon,HOU,34.0,91.07,0.158
191,Harvey Grant,WAS,31.0,90.79,0.059
192,Haywoode Workman,IND,31.0,89.72,0.071
193,Henry James,ATL,31.0,88.25,0.048
194,Herb Williams,NYK,39.0,88.26,0.054
195,Hersey Hawkins,SEA,30.0,90.68,0.122
196,Horace Grant,ORL,31.0,88.62,0.127
197,Horacio Llamas,PHX,23.0,100.08,0.042
198,Hot Rod Williams,PHX,34.0,92.74,0.09
199,Howard Eisley,UTA,24.0,89.95,0.076
200,Hubert Davis,TOR,27.0,91.13,0.047
201,Ike Austin,MIA,27.0,86.23,0.111
202,Isaiah Rider,POR,26.0,90.65,0.094
203,Ivano Newbill,ATL,26.0,89.59,0.036
204,Jack Haley,NJN,33.0,106.63,0.097
205,Jalen Rose,IND,24.0,89.4,0.098
206,Jamal Mashburn,MIA,24.0,88.39,0.085
207,James Robinson,MIN,26.0,90.54,0.076
208,James Scott,MIA,25.0,86.05,-0.041
209,Jamie Feick,SAS,22.0,88.51,0.065
210,Jamie Watson,DAL,25.0,84.08,0.075
211,Jaren Jackson,WAS,29.0,90.38,0.064
212,Jason Caffey,CHI,24.0,89.97,0.087
213,Jason Kidd,PHX,24.0,92.66,0.117
214,Jason Sasser,DAL,23.0,81.97,0.026
215,Jayson Williams,NJN,29.0,93.43,0.098
216,Jeff Grayer,SAC,31.0,90.51,0.048
217,Jeff Hornacek,UTA,34.0,90.02,0.127
218,Jeff McInnis,DEN,22.0,88.71,0.091
219,Jermaine O'Neal,POR,18.0,93.76,0.098
220,Jerome Allen,DEN,24.0,90.62,0.06
221,Jerome Kersey,LAL,35.0,90.12,0.079
222,Jerome Williams,DET,24.0,90.51,0.083
223,Jerry Stackhouse,PHI,22.0,96.03,0.078
224,Jim Jackson,NJN,26.0,90.61,0.104
225,Jim McIlvaine,SEA,24.0,92.3,0.049
226,Jimmy Carruth,MIL,27.0,91.46,0.077
227,Jimmy King,DEN,23.0,97.17,0.044
228,Jimmy Oliver,TOR,27.0,97.71,0.038
229,Joe Courtney,SAS,27.0,88.44,0.008
230,Joe Dumars,DET,34.0,83.67,0.107
231,Joe Kleine,NJN,35.0,92.22,0.053
232,Joe Smith,GSW,21.0,92.04,0.1
233,Joe Stephens,HOU,24.0,111.69,-0.08
234,Joe Wolf,MIL,32.0,89.01,0.043
235,John Crotty,MIA,27.0,87.07,0.108
236,John Long,TOR,40.0,90.93,0.065
237,John Starks,NYK,31.0,90.41,0.12
238,John Stockton,UTA,35.0,88.41,0.167
239,John Wallace,NYK,23.0,92.05,0.099
240,Johnny Newman,MIL,33.0,88.03,0.058
241,Jon Barry,ATL,27.0,89.6,0.096
242,Jud Buechler,CHI,29.0,91.8,0.069
243,Juwan Howard,WAS,24.0,92.07,0.116
244,Karl Malone,UTA,33.0,89.72,0.212
245,Keith Askins,MIA,29.0,86.99,0.062
246,Keith Tower,MIL,27.0,91.59,-0.044
247,Ken Norman,ATL,32.0,91.81,0.018
248,Kendall Gill,NJN,29.0,92.16,0.127
249,Kenny Anderson,POR,26.0,90.95,0.141
250,Kenny Smith,DEN,32.0,92.63,0.086
251,Kerry Kittles,NJN,23.0,92.51,0.103
252,Kevin Duckworth,LAC,33.0,90.27,0.021
253,Kevin Edwards,NJN,31.0,92.63,0.066
254,Kevin Gamble,SAC,31.0,90.07,0.086
255,Kevin Garnett,MIN,21.0,90.44,0.134
256,Kevin Johnson,PHX,31.0,93.45,0.154
257,Kevin Salvadori,SAC,26.0,94.05,0.043
258,Kevin Willis,HOU,34.0,90.31,0.108
259,Khalid Reeves,DAL,24.0,89.35,0.073
260,Kobe Bryant,LAL,18.0,91.33,0.092
261,Kurt Thomas,MIA,24.0,88.28,0.079
262,LaPhonso Ellis,DEN,27.0,91.55,0.114
263,LaSalle Thompson,IND,36.0,94.57,-0.031
264,Lamond Murray,LAC,24.0,89.61,0.097
265,Larry Johnson,NYK,28.0,88.46,0.098
266,Larry Krystkowiak,LAL,32.0,93.55,0.128
267,Larry Stewart,SEA,28.0,92.72,0.06
268,Latrell Sprewell,GSW,26.0,91.68,0.137
269,Lawrence Moten,VAN,25.0,88.27,0.069
270,Lee Mayberry,VAN,27.0,87.58,0.072
271,Lindsey Hunter,DET,26.0,84.46,0.075
272,Litterial Green,DET,27.0,87.45,0.095
273,Lloyd Daniels,NJN,29.0,89.06,0.039
274,Loren Meyer,PHX,24.0,92.25,0.042
275,Lorenzen Wright,LAC,21.0,91.84,0.074
276,Lorenzo Williams,WAS,27.0,91.46,0.046
277,Lou Roe,GSW,24.0,95.46,-0.015
278,Loy Vaught,LAC,29.0,90.62,0.13
279,Luc Longley,CHI,28.0,90.02,0.089
280,Lucious Harris,PHI,26.0,93.55,0.068
281,Mahmoud Abdul-Rauf,SAC,28.0,90.27,0.083
282,Malik Rose,CHH,22.0,93.0,0.07
283,Malik Sealy,LAC,27.0,91.62,0.085
284,Marcus Brown,POR,23.0,88.27,0.071
285,Marcus Camby,TOR,23.0,92.04,0.109
286,Mario Elie,HOU,33.0,91.16,0.094
287,Mark Bradtke,PHI,28.0,99.78,0.066
288,Mark Bryant,PHX,32.0,89.45,0.089
289,Mark Davis,PHI,24.0,97.12,0.079
290,Mark Hendrickson,PHI,23.0,99.78,0.073
291,Mark Jackson,IND,32.0,90.93,0.131
292,Mark Price,GSW,33.0,94.08,0.114
293,Mark Strickland,MIA,26.0,95.68,0.046
294,Mark West,CLE,36.0,81.52,0.058
295,Martin Lewis,TOR,22.0,99.2,0.037
296,Martin Muursepp,DAL,22.0,87.79,0.069
297,Marty Conlon,BOS,29.0,95.42,0.081
298,Matt Bullard,HOU,30.0,91.85,0.07
299,Matt Fish,MIA,27.0,95.14,0.045
300,Matt Geiger,CHH,27.0,87.09,0.089
301,Matt Maloney,HOU,25.0,92.48,0.081
302,Matt Steigenga,CHI,27.0,82.67,0.077
303,Melvin Booker,GSW,24.0,91.43,0.063
304,Michael Cage,PHI,35.0,92.75,0.075
305,Michael Curry,DET,28.0,84.62,0.069
306,Michael Finley,DAL,24.0,89.32,0.109
307,Michael Hawkins,BOS,24.0,97.66,0.069
308,Michael Jordan,CHI,34.0,89.63,0.19
309,Michael Smith,SAC,25.0,90.56,0.102
310,Mike Brown,PHX,33.0,89.75,0.075
311,Mitch Richmond,SAC,32.0,90.73,0.148
312,Mitchell Butler,POR,26.0,91.02,0.058
313,Monty Williams,SAS,25.0,86.78,0.095
314,Moochie Norris,VAN,23.0,88.57,0.066
315,Mookie Blaylock,ATL,30.0,86.48,0.149
316,Muggsy Bogues,CHH,32.0,87.71,0.112
317,Nate Driggers,BOS,23.0,98.74,0.029
318,Nate McMillan,SEA,32.0,85.15,0.122
319,Nick Anderson,ORL,29.0,89.5,0.088
320,Nick Van Exel,LAL,25.0,90.38,0.12
321,Olden Polynice,SAC,32.0,90.68,0.089
322,Oliver Miller,TOR,27.0,89.93,0.086
323,Othella Harrington,HOU,23.0,91.38,0.068
324,Otis Thorpe,DET,34.0,83.59,0.107
325,P.J. Brown,MIA,27.0,87.96,0.102
326,Patrick Ewing,NYK,34.0,90.03,0.176
327,Pervis Ellison,BOS,30.0,94.19,0.031
328,Pete Chilcutt,VAN,28.0,87.34,0.096
329,Pooh Richardson,LAC,31.0,90.38,0.091
330,Popeye Jones,TOR,27.0,90.04,0.085
331,Priest Lauderdale,ATL,23.0,105.27,0.054
332,Rafael Addison,CHH,32.0,90.48,0.052
333,Randolph Childress,DET,24.0,93.79,0.026
334,Randy Brown,CHI,29.0,91.99,0.079
335,Randy Livingston,HOU,22.0,89.06,0.056
336,Rasheed Wallace,POR,22.0,90.37,0.128
337,Ray Allen,MIL,21.0,89.59,0.091
338,Ray Owes,GSW,24.0,90.61,0.065
339,Reggie Geary,CLE,23.0,86.24,0.058
340,Reggie Jordan,MIN,29.0,95.24,0.126
341,Reggie Miller,IND,31.0,88.23,0.146
342,Reggie Slater,TOR,26.0,91.4,0.11
343,Reggie Williams,NJN,33.0,95.17,0.061
344,Rex Chapman,PHX,29.0,93.37,0.101
345,Rex Walters,PHI,27.0,94.13,0.094
346,Richard Manning,LAC,27.0,89.92,0.042
347,Rick Fox,BOS,27.0,95.66,0.103
348,Rick Mahorn,DET,38.0,85.18,0.047
349,Ricky Pierce,CHH,37.0,90.19,0.102
350,Rik Smits,IND,30.0,88.53,0.123
351,Robert Horry,LAL,26.0,92.49,0.084
352,Robert Pack,DAL,28.0,93.61,0.11
353,Robert Parish,CHI,43.0,89.08,0.091
354,Robert Werdann,NJN,26.0,93.39,0.011
355,Rod Strickland,WAS,30.0,92.32,0.14
356,Rodney Rogers,LAC,26.0,91.33,0.09
357,Ron Harper,CHI,33.0,89.45,0.088
358,Rony Seikaly,ORL,32.0,88.45,0.115
359,Roy Rogers,VAN,23.0,87.99,0.071
360,Ruben Nembhard,POR,25.0,89.24,0.099
361,Rumeal Robinson,POR,30.0,91.19,0.071
362,Sam Cassell,NJN,27.0,92.35,0.125
363,Sam Mack,HOU,27.0,90.8,0.074
364,Sam Mitchell,MIN,33.0,89.85,0.073
365,Sam Perkins,SEA,36.0,88.35,0.119
366,Samaki Walker,DAL,21.0,86.84,0.078
367,Sarunas Marciulionis,DEN,33.0,92.11,0.049
368,Sasha Danilovic,DAL,27.0,87.82,0.076
369,Scott Brooks,NYK,31.0,90.97,0.08
370,Scott Burrell,GSW,26.0,91.1,0.062
371,Scott Williams,PHI,29.0,94.2,0.085
372,Scottie Pippen,CHI,31.0,89.9,0.146
373,Sean Elliott,SAS,29.0,87.0,0.092
374,Sean Rooks,LAL,27.0,91.13,0.082
375,Sedale Threatt,HOU,35.0,91.84,0.054
376,Shandon Anderson,UTA,23.0,87.25,0.069
377,Shane Heal,MIN,26.0,96.24,0.029
378,Shaquille O'Neal,LAL,25.0,90.42,0.185
379,Shareef Abdur-Rahim,VAN,20.0,88.15,0.111
380,Sharone Wright,TOR,24.0,87.76,0.023
381,Shawn Bradley,DAL,25.0,89.54,0.106
382,Shawn Kemp,SEA,27.0,89.92,0.144
383,Shawn Respert,TOR,25.0,91.61,0.076
384,Shawnelle Scott,CLE,25.0,86.97,0.107
385,Sherman Douglas,MIL,30.0,89.08,0.096
386,Stacey Augmon,POR,28.0,90.57,0.076
387,Stacey King,DAL,30.0,89.53,0.05
388,Stanley Roberts,LAC,27.0,87.91,0.114
389,Stephen Howard,UTA,26.0,88.45,0.102
390,Stephon Marbury,MIN,20.0,90.68,0.109
391,Steve Hamer,BOS,23.0,96.15,0.053
392,Steve Kerr,CHI,31.0,89.97,0.108
393,Steve Nash,PHX,23.0,91.27,0.072
394,Steve Scheffler,SEA,29.0,98.97,0.019
395,Steven Smith,ATL,28.0,86.49,0.114
396,Stevin Smith,DAL,25.0,84.86,0.019
397,Stojko Vrankovic,MIN,33.0,90.8,0.059
398,Terrell Brandon,CLE,27.0,82.51,0.161
399,Terry Cummings,SEA,36.0,84.85,0.097
400,Terry Dehere,LAC,25.0,88.96,0.086
401,Terry Mills,DET,29.0,82.34,0.12
402,Terry Porter,MIN,34.0,90.39,0.116
403,Theo Ratliff,DET,24.0,86.48,0.081
404,Tim Hardaway,MIA,30.0,88.09,0.161
405,Tim Kempton,SAS,33.0,89.5,-0.01
406,Tim Legler,WAS,30.0,89.33,0.024
407,Todd Day,BOS,27.0,95.49,0.086
408,Todd Fuller,GSW,22.0,93.11,0.049
409,Tom Chambers,CHH,38.0,93.45,-0.033
410,Tom Gugliotta,MIN,27.0,90.43,0.141
411,Tom Hammonds,DEN,30.0,93.17,0.067
412,Toni Kukoc,CHI,28.0,90.73,0.137
413,Tony Delk,CHH,23.0,89.78,0.095
414,Tony Dumas,PHX,24.0,91.23,0.007
415,Tony Massenburg,NJN,29.0,92.14,0.07
416,Tony Smith,CHH,29.0,89.64,0.052
417,Tracy Moore,HOU,31.0,95.81,0.067
418,Tracy Murray,WAS,25.0,91.36,0.096
419,Travis Best,IND,24.0,87.81,0.097
420,Travis Knight,LAL,22.0,91.15,0.087
421,Tyrone Corbin,ATL,34.0,86.1,0.076
422,Tyrone Hill,CLE,29.0,81.57,0.137
423,Tyus Edney,SAC,24.0,91.27,0.093
424,Vernon Maxwell,SAS,31.0,87.43,0.067
425,Vin Baker,MIL,25.0,88.35,0.136
426,Vincent Askew,DEN,31.0,87.23,0.065
427,Vinny Del Negro,SAS,30.0,87.07,0.098
428,Vitaly Potapenko,CLE,22.0,82.8,0.049
429,Vlade Divac,CHH,29.0,87.81,0.121
430,Voshon Lenard,MIA,24.0,88.14,0.104
431,Walt Williams,TOR,27.0,90.1,0.092
432,Walter McCarty,NYK,23.0,92.1,0.015
433,Wayman Tisdale,PHX,33.0,91.76,0.042
434,Wesley Person,PHX,26.0,93.62,0.104
435,Will Perdue,SAS,31.0,87.18,0.111
436,Willie Anderson,MIA,30.0,85.39,0.092
437,Willie Burton,ATL,29.0,87.65,0.038
438,Xavier McDaniel,NJN,34.0,92.91,0.072
439,Yinka Dare,NJN,24.0,92.08,0.02
440,Zan Tabak,TOR,27.0,87.91,0.08
