,PLAYER_NAME,TEAM_ABBREVIATION,AGE,PACE,PIE
0,Aaron McKie,LAL,33.0,91.2,0.068
1,Aaron Miles,GSW,23.0,96.64,0.064
2,Aaron Williams,NOK,34.0,90.89,0.063
3,Adonal Foyle,GSW,31.0,95.16,0.064
4,Adrian Griffin,DAL,31.0,89.72,0.081
5,Al Harrington,ATL,26.0,91.93,0.105
6,Al Jefferson,BOS,21.0,92.24,0.113
7,Alan Anderson,CHA,23.0,96.29,0.066
8,Alan Henderson,CLE,33.0,91.33,0.078
9,Alex Acker,DET,23.0,105.53,-0.012
10,Alex Scales,SAS,27.0,156.52,0.0
11,Allen Iverson,PHI,31.0,96.35,0.163
12,Alonzo Mourning,MIA,36.0,93.3,0.114
13,Alvin Williams,TOR,31.0,107.32,0.0
14,Amar'e Stoudemire,PHX,23.0,99.22,0.114
15,Amir Johnson,DET,19.0,103.66,0.084
16,Anderson Varejao,CLE,23.0,93.55,0.091
17,Andray Blatche,WAS,19.0,92.45,0.051
18,Andre Barrett,TOR,24.0,96.98,0.075
19,Andre Iguodala,PHI,22.0,95.58,0.1
20,Andre Miller,DEN,30.0,96.27,0.117
21,Andre Owens,UTA,25.0,89.13,0.013
22,Andrei Kirilenko,UTA,25.0,89.89,0.152
23,Andres Nocioni,CHI,26.0,96.29,0.123
24,Andrew Bogut,MIL,21.0,93.07,0.104
25,Andrew Bynum,LAL,18.0,92.74,0.02
26,Andris Biedrins,GSW,20.0,95.11,0.068
27,Anfernee Hardaway,NYK,34.0,93.44,0.038
28,Antawn Jamison,WAS,30.0,95.44,0.129
29,Anthony Carter,MIN,31.0,91.69,0.077
30,Anthony Goldwire,LAC,34.0,91.04,-0.049
31,Anthony Grundy,ATL,27.0,95.66,0.113
32,Anthony Johnson,IND,31.0,91.13,0.104
33,Anthony Roberson,MEM,23.0,88.75,0.095
34,Antoine Walker,MIA,29.0,93.84,0.105
35,Antoine Wright,NJN,22.0,91.19,-0.013
36,Antonio Burks,MEM,26.0,88.75,0.04
37,Antonio Daniels,WAS,31.0,93.99,0.1
38,Antonio Davis,TOR,37.0,91.79,0.041
39,Antonio McDyess,DET,31.0,89.41,0.1
40,Arvydas Macijauskas,NOK,26.0,88.77,0.051
41,Austin Croshere,IND,31.0,91.46,0.116
42,Awvee Storey,WAS,29.0,96.69,0.03
43,Baron Davis,GSW,27.0,96.31,0.128
44,Ben Gordon,CHI,23.0,95.98,0.096
45,Ben Wallace,DET,31.0,88.84,0.122
46,Beno Udrih,SAS,23.0,90.09,0.097
47,Bernard Robinson,CHA,25.0,96.91,0.079
48,Billy Thomas,WAS,30.0,97.02,0.042
49,Bo Outlaw,ORL,35.0,89.38,0.085
50,Bobby Jackson,MEM,33.0,88.52,0.102
51,Bobby Simmons,MIL,26.0,93.57,0.087
52,Boniface N'Dong,LAC,28.0,92.01,0.059
53,Bonzi Wells,SAC,29.0,94.64,0.107
54,Boris Diaw,PHX,24.0,97.95,0.116
55,Bostjan Nachbar,NJN,25.0,90.97,0.038
56,Bracey Wright,MIN,21.0,91.88,0.103
57,Brad Miller,SAC,30.0,94.69,0.126
58,Brandon Bass,NOK,21.0,89.86,0.079
59,Brendan Haywood,WAS,26.0,93.98,0.074
60,Brent Barry,SAS,34.0,91.68,0.107
61,Brevin Knight,CHA,30.0,96.18,0.126
62,Brian Cardinal,MEM,29.0,89.04,0.058
63,Brian Cook,LAL,25.0,93.36,0.093
64,Brian Grant,PHX,34.0,95.91,0.038
65,Brian Scalabrine,BOS,28.0,93.03,0.033
66,Brian Skinner,POR,30.0,92.41,0.069
67,Bruce Bowen,SAS,35.0,90.13,0.065
68,Bryon Russell,DEN,35.0,102.86,0.2
69,CJ Miles,UTA,19.0,90.7,0.085
70,Calbert Cheaney,GSW,34.0,93.89,0.044
71,Calvin Booth,WAS,30.0,92.87,0.041
72,Carlos Arroyo,ORL,26.0,90.39,0.113
73,Carlos Boozer,UTA,24.0,92.83,0.151
74,Carlos Delfino,DET,23.0,91.61,0.062
75,Carmelo Anthony,DEN,22.0,97.15,0.139
76,Caron Butler,WAS,26.0,95.36,0.117
77,Channing Frye,NYK,23.0,93.38,0.122
78,Charles Hayes,HOU,23.0,90.51,0.134
79,Charles Smith,DEN,30.0,91.29,0.054
80,Charlie Bell,MIL,27.0,93.81,0.091
81,Charlie Villanueva,TOR,21.0,93.65,0.095
82,Chauncey Billups,DET,29.0,88.62,0.161
83,Chris Andersen,NOK,27.0,89.72,0.079
84,Chris Bosh,TOR,22.0,92.96,0.148
85,Chris Duhon,CHI,23.0,95.56,0.103
86,Chris Kaman,LAC,24.0,93.12,0.111
87,Chris Mihm,LAL,26.0,94.5,0.088
88,Chris Paul,NOK,21.0,92.7,0.161
89,Chris Taft,GSW,21.0,94.02,0.074
90,Chris Webber,PHI,33.0,95.62,0.125
91,Chris Wilcox,SEA,23.0,95.05,0.112
92,Chucky Atkins,MEM,31.0,91.15,0.08
93,Clifford Robinson,NJN,39.0,92.83,0.064
94,Corey Maggette,LAC,26.0,95.68,0.126
95,Corliss Williamson,SAC,32.0,93.03,0.047
96,Cuttino Mobley,LAC,30.0,94.17,0.089
97,DJ Mbenga,DAL,25.0,91.4,0.058
98,Dahntay Jones,MEM,25.0,89.54,0.044
99,Dale Davis,DET,37.0,90.56,0.052
100,Damien Wilkins,SEA,26.0,94.65,0.076
101,Damon Jones,CLE,29.0,93.39,0.06
102,Damon Stoudamire,MEM,32.0,88.6,0.102
103,Dan Dickau,BOS,27.0,96.44,0.052
104,Dan Gadzuric,MIL,28.0,93.75,0.089
105,Daniel Ewing,LAC,23.0,92.94,0.049
106,Danny Fortson,SEA,30.0,91.82,0.026
107,Danny Granger,IND,23.0,91.99,0.099
108,Darius Miles,POR,24.0,90.34,0.082
109,Darius Songaila,CHI,28.0,95.14,0.096
110,Darko Milicic,ORL,21.0,91.0,0.096
111,Darrell Armstrong,DAL,38.0,92.82,0.051
112,Darrick Martin,TOR,35.0,92.44,0.063
113,David Harrison,IND,23.0,92.49,0.056
114,David Lee,NYK,23.0,93.43,0.104
115,David Wesley,HOU,35.0,90.97,0.062
116,David West,NOK,25.0,92.11,0.132
117,DeSagana Diop,DAL,24.0,89.92,0.051
118,DeShawn Stevenson,ORL,25.0,91.11,0.067
119,Delonte West,BOS,22.0,95.02,0.103
120,Deng Gai,PHI,24.0,87.18,0.0
121,DerMarr Johnson,DEN,26.0,96.52,0.073
122,Derek Anderson,MIA,31.0,90.51,0.083
123,Derek Fisher,GSW,31.0,95.12,0.1
124,Deron Williams,UTA,22.0,90.84,0.086
125,Derrick Zimmerman,NJN,24.0,80.84,0.081
126,Desmond Mason,NOK,28.0,92.26,0.061
127,Devean George,LAL,28.0,92.16,0.075
128,Devin Brown,UTA,27.0,90.15,0.066
129,Devin Green,LAL,23.0,92.17,0.019
130,Devin Harris,DAL,23.0,91.22,0.118
131,Dijon Thompson,PHX,23.0,103.34,0.145
132,Dikembe Mutombo,HOU,40.0,86.57,0.097
133,Dirk Nowitzki,DAL,28.0,90.14,0.205
134,Donell Taylor,WAS,23.0,92.75,0.063
135,Donta Smith,ATL,22.0,97.83,0.063
136,Donyell Marshall,CLE,33.0,93.8,0.098
137,Dorell Wright,MIA,20.0,95.94,0.131
138,Doug Christie,DAL,36.0,90.57,0.047
139,Drew Gooden,CLE,24.0,91.0,0.119
140,Dwayne Jones,BOS,23.0,92.89,0.078
141,Dwight Howard,ORL,20.0,90.47,0.137
142,Dwyane Wade,MIA,24.0,94.36,0.186
143,Earl Barron,MIA,24.0,93.87,-0.044
144,Earl Boykins,DEN,30.0,96.42,0.107
145,Earl Watson,SEA,27.0,96.6,0.096
146,Eddie Basden,CHI,23.0,95.11,0.09
147,Eddie Gill,IND,27.0,99.06,0.059
148,Eddie Griffin,MIN,24.0,89.83,0.088
149,Eddie House,PHX,28.0,97.67,0.097
150,Eddie Jones,MEM,34.0,88.32,0.097
151,Eddy Curry,NYK,23.0,92.14,0.099
