,PLAYER_NAME,TEAM_ABBREVIATION,AGE,PACE,PIE
355,Nick Johnson,HOU,22.0,100.16,0.019
356,Nick Young,LAL,30.0,97.63,0.083
357,Nicolas Batum,POR,26.0,96.88,0.098
358,Nik Stauskas,SAC,21.0,98.08,0.043
359,Nikola Mirotic,CHI,24.0,95.13,0.13
360,Nikola Pekovic,MIN,29.0,96.09,0.112
361,Nikola Vucevic,ORL,24.0,96.27,0.146
362,Noah Vonleh,CHA,19.0,94.49,0.105
363,Norris Cole,NOP,26.0,91.71,0.078
364,O.J. Mayo,MIL,27.0,98.2,0.094
365,Ognjen Kuzmic,GSW,25.0,97.78,0.085
366,Omer Asik,NOP,28.0,93.17,0.109
367,Omri Casspi,SAC,27.0,98.43,0.101
368,Otto Porter,WAS,22.0,94.54,0.08
369,PJ Hairston,CHA,22.0,96.78,0.05
370,PJ Tucker,PHX,30.0,98.03,0.093
371,Pablo Prigioni,HOU,38.0,95.17,0.086
372,Patrick Beverley,HOU,26.0,98.65,0.071
373,Patrick Christopher,MEM,27.0,95.62,-0.04
374,Patrick Patterson,TOR,26.0,95.39,0.099
375,Patty Mills,SAS,26.0,97.8,0.082
376,Pau Gasol,CHI,34.0,96.27,0.169
377,Paul George,IND,25.0,93.04,0.106
378,Paul Millsap,ATL,30.0,96.95,0.13
379,Paul Pierce,WAS,37.0,97.71,0.101
380,Pero Antic,ATL,32.0,98.16,0.053
381,Perry Jones,OKC,23.0,98.28,0.044
382,Phil Pressey,BOS,24.0,98.3,0.093
383,Quincy Acy,NYK,24.0,93.71,0.089
384,Quincy Miller,DET,22.0,102.28,0.046
385,Quincy Pondexter,NOP,27.0,93.39,0.057
386,Rajon Rondo,DAL,29.0,98.96,0.108
387,Ramon Sessions,WAS,29.0,94.83,0.093
388,Randy Foye,DEN,31.0,99.24,0.066
389,Rasual Butler,WAS,36.0,95.31,0.084
390,Ray McCallum,SAC,24.0,98.63,0.083
391,Raymond Felton,DAL,31.0,97.64,0.092
392,Reggie Bullock,PHX,24.0,95.03,0.055
393,Reggie Evans,SAC,35.0,94.47,0.096
394,Reggie Jackson,DET,25.0,95.56,0.128
395,Reggie Williams,SAS,28.0,91.89,0.061
396,Richard Jefferson,DAL,35.0,97.83,0.074
397,Ricky Ledo,NYK,22.0,96.6,0.033
398,Ricky Rubio,MIN,24.0,98.04,0.124
399,Robbie Hummel,MIN,26.0,96.31,0.063
400,Robert Covington,PHI,24.0,97.49,0.1
401,Robert Sacre,LAL,26.0,95.67,0.062
402,Robin Lopez,POR,27.0,95.61,0.089
403,Rodney Hood,UTA,22.0,92.62,0.08
404,Rodney Stuckey,IND,29.0,95.78,0.115
405,Ronnie Price,LAL,32.0,96.63,0.055
406,Ronny Turiaf,MIN,32.0,102.16,0.042
407,Roy Hibbert,IND,28.0,94.14,0.108
408,Rudy Gay,SAC,28.0,98.4,0.131
409,Rudy Gobert,UTA,23.0,92.54,0.16
410,Russ Smith,MEM,24.0,103.93,0.029
411,Russell Westbrook,OKC,26.0,100.68,0.187
412,Ryan Anderson,NOP,27.0,94.01,0.09
413,Ryan Hollins,SAC,30.0,97.38,0.073
414,Ryan Kelly,LAL,24.0,94.66,0.053
415,Samuel Dalembert,NYK,35.0,93.24,0.087
416,Sean Kilpatrick,MIN,25.0,97.87,0.065
417,Sebastian Telfair,OKC,30.0,92.95,0.097
418,Serge Ibaka,OKC,25.0,97.92,0.107
419,Sergey Karasev,BKN,21.0,96.21,0.062
420,Seth Curry,PHX,24.0,99.08,-0.111
421,Shabazz Muhammad,MIN,22.0,98.7,0.119
422,Shabazz Napier,MIA,23.0,91.8,0.075
423,Shane Larkin,NYK,22.0,92.73,0.078
424,Shannon Brown,MIA,29.0,91.22,0.009
425,Shaun Livingston,GSW,29.0,98.09,0.1
426,Shavlik Randolph,PHX,31.0,98.98,0.033
427,Shawn Marion,CLE,37.0,94.7,0.074
428,Shawne Williams,DET,29.0,92.0,0.062
429,Shayne Whittington,IND,24.0,92.18,0.106
430,Shelvin Mack,ATL,25.0,94.76,0.101
431,Sim Bhullar,SAC,22.0,83.31,0.304
432,Solomon Hill,IND,24.0,94.61,0.071
433,Spencer Dinwiddie,DET,22.0,94.44,0.074
434,Spencer Hawes,LAC,27.0,96.21,0.068
435,Stephen Curry,GSW,27.0,102.38,0.178
436,Steve Blake,POR,35.0,96.31,0.07
437,Steve Novak,OKC,32.0,97.73,0.045
438,Steven Adams,OKC,21.0,97.16,0.083
439,TJ Warren,PHX,21.0,98.54,0.084
440,Taj Gibson,CHI,30.0,94.03,0.1
441,Tarik Black,LAL,23.0,94.07,0.093
442,Tayshaun Prince,DET,35.0,93.28,0.089
443,Terrence Jones,HOU,23.0,98.49,0.113
444,Terrence Ross,TOR,24.0,94.88,0.066
445,Thabo Sefolosha,ATL,31.0,94.89,0.106
446,Thaddeus Young,BKN,27.0,96.29,0.097
447,Thomas Robinson,PHI,24.0,99.06,0.113
448,Tiago Splitter,SAS,30.0,96.02,0.115
449,Tim Duncan,SAS,39.0,95.67,0.156
450,Tim Frazier,POR,24.0,98.72,0.057
451,Tim Hardaway Jr.,NYK,23.0,94.37,0.079
452,Timofey Mozgov,CLE,28.0,96.35,0.098
453,Tobias Harris,ORL,22.0,95.69,0.113
454,Toney Douglas,NOP,29.0,90.69,0.071
455,Tony Allen,MEM,33.0,95.12,0.087
456,Tony Parker,SAS,33.0,95.79,0.102
457,Tony Snell,CHI,23.0,95.26,0.07
458,Tony Wroten,PHI,22.0,98.96,0.097
459,Toure Murry,UTA,25.0,92.27,-0.011
460,Travis Wear,NYK,24.0,93.01,0.063
461,Trevor Ariza,HOU,29.0,98.63,0.095
462,Trevor Booker,UTA,27.0,92.06,0.106
463,Trey Burke,UTA,22.0,93.19,0.085
464,Tristan Thompson,CLE,24.0,94.28,0.097
465,Troy Daniels,CHA,23.0,96.55,0.052
466,Ty Lawson,DEN,27.0,99.81,0.125
467,Tyler Ennis,MIL,20.0,97.23,0.053
468,Tyler Hansbrough,TOR,29.0,94.29,0.074
469,Tyler Johnson,MIA,23.0,96.33,0.083
470,Tyler Zeller,BOS,25.0,98.32,0.127
471,Tyreke Evans,NOP,25.0,93.78,0.118
472,Tyrus Thomas,MEM,28.0,99.73,0.152
473,Tyson Chandler,DAL,32.0,97.15,0.141
474,Udonis Haslem,MIA,35.0,93.35,0.082
475,Vander Blue,LAL,22.0,101.76,0.026
476,Victor Claver,POR,26.0,94.2,0.071
477,Victor Oladipo,ORL,23.0,95.98,0.099
478,Vince Carter,MEM,38.0,95.27,0.058
479,Wayne Ellington,LAL,27.0,95.79,0.083
480,Wesley Johnson,LAL,27.0,96.75,0.068
481,Wesley Matthews,POR,28.0,97.21,0.1
482,Will Barton,DEN,24.0,97.48,0.103
483,Will Bynum,WAS,32.0,93.26,0.028
484,Will Cherry,TOR,24.0,94.99,0.013
485,Willie Green,ORL,33.0,95.48,0.052
486,Wilson Chandler,DEN,28.0,98.47,0.087
487,Xavier Henry,LAL,24.0,92.58,0.0
488,Zach LaVine,MIN,20.0,96.53,0.079
489,Zach Randolph,MEM,33.0,93.65,0.143
490,Zaza Pachulia,MIL,31.0,96.21,0.112
491,Zoran Dragic,MIA,26.0,96.15,0.033
